时间,开盘,收盘,最高,最低,成交量,成交额,均价,涨跌幅
2025-10-24 10:11:00,29.63,29.64,29.66,29.61,3822,11323400.0,29.731,0.3045685279187804
2025-10-24 10:12:00,29.65,29.62,29.65,29.62,4851,14373685.0,29.731,0.23688663282572797
2025-10-24 10:13:00,29.61,29.62,29.63,29.61,5386,15951886.0,29.73,0.23688663282572797
2025-10-24 10:14:00,29.63,29.69,29.7,29.63,7324,21729933.0,29.73,0.47377326565143374
2025-10-24 10:15:00,29.69,29.66,29.69,29.65,7861,23322571.0,29.729,0.37225042301183286
2025-10-24 10:16:00,29.66,29.61,29.66,29.61,6686,19807068.0,29.728,0.20304568527917954
2025-10-24 10:17:00,29.6,29.6,29.61,29.6,10946,32401517.0,29.727,0.16920473773265332
2025-10-24 10:18:00,29.6,29.6,29.61,29.6,4751,14062935.0,29.727,0.16920473773265332
2025-10-24 10:19:00,29.6,29.62,29.63,29.6,3299,9769349.0,29.726,0.23688663282572797
2025-10-24 10:20:00,29.62,29.6,29.63,29.6,5074,15024185.0,29.726,0.16920473773265332
2025-10-24 10:21:00,29.6,29.63,29.63,29.59,7525,22277524.0,29.725,0.2707275803722542
2025-10-24 10:22:00,29.63,29.67,29.67,29.63,5578,16534949.0,29.724,0.4060913705583813
2025-10-24 10:23:00,29.66,29.65,29.66,29.64,5468,16211700.0,29.724,0.33840947546530664
2025-10-24 10:24:00,29.65,29.61,29.66,29.61,3825,11334159.0,29.724,0.20304568527917954
2025-10-24 10:25:00,29.6,29.61,29.62,29.6,4219,12491069.0,29.723,0.20304568527917954
2025-10-24 10:26:00,29.6,29.59,29.61,29.59,5363,15873108.0,29.723,0.1353637901861271
2025-10-24 10:27:00,29.6,29.59,29.6,29.58,6180,18286634.0,29.722,0.1353637901861271
2025-10-24 10:28:00,29.59,29.57,29.59,29.56,9660,28563596.0,29.721,0.06768189509305245
2025-10-24 10:29:00,29.56,29.55,29.58,29.55,9121,26968199.0,29.719,0.0
2025-10-24 10:30:00,29.55,29.52,29.55,29.51,15986,47209290.0,29.717,-0.10152284263960087
2025-10-24 10:31:00,29.52,29.52,29.54,29.51,7237,21363190.0,29.716,-0.10152284263960087
2025-10-24 10:32:00,29.53,29.58,29.58,29.53,9260,27352489.0,29.714,0.10152284263957867
2025-10-24 10:33:00,29.58,29.6,29.6,29.57,2473,7316631.0,29.714,0.16920473773265332
2025-10-24 10:34:00,29.6,29.58,29.6,29.58,3758,11119290.0,29.714,0.10152284263957867
2025-10-24 10:35:00,29.57,29.59,29.6,29.57,3070,9081505.0,29.713,0.1353637901861271
2025-10-24 10:36:00,29.59,29.59,29.6,29.59,2348,6948688.0,29.713,0.1353637901861271
2025-10-24 10:37:00,29.59,29.62,29.64,29.59,4853,14374341.0,29.713,0.23688663282572797
2025-10-24 10:38:00,29.62,29.65,29.66,29.61,6009,17802252.0,29.712,0.33840947546530664
2025-10-24 10:39:00,29.66,29.67,29.67,29.65,5111,15158138.0,29.712,0.4060913705583813
2025-10-24 10:40:00,29.67,29.62,29.68,29.62,5292,15693025.0,29.712,0.23688663282572797
2025-10-24 10:41:00,29.63,29.6,29.63,29.6,2447,7246010.0,29.711,0.16920473773265332
2025-10-24 10:42:00,29.61,29.64,29.64,29.6,6035,17865967.0,29.711,0.3045685279187804
2025-10-24 10:43:00,29.63,29.58,29.63,29.58,4662,13796928.0,29.71,0.10152284263957867
2025-10-24 10:44:00,29.58,29.61,29.61,29.56,3609,10671212.0,29.71,0.20304568527917954
2025-10-24 10:45:00,29.61,29.59,29.61,29.58,3970,11745532.0,29.71,0.1353637901861271
2025-10-24 10:46:00,29.59,29.61,29.61,29.58,2784,8237195.0,29.709,0.20304568527917954
2025-10-24 10:47:00,29.6,29.58,29.6,29.58,2670,7898568.0,29.709,0.10152284263957867
2025-10-24 10:48:00,29.58,29.58,29.59,29.57,1365,4037214.0,29.709,0.10152284263957867
2025-10-24 10:49:00,29.58,29.59,29.6,29.57,2572,7608995.0,29.709,0.1353637901861271
2025-10-24 10:50:00,29.6,29.6,29.61,29.59,7075,20940521.0,29.708,0.16920473773265332
2025-10-24 10:51:00,29.6,29.63,29.64,29.6,2715,8040989.0,29.708,0.2707275803722542
2025-10-24 10:52:00,29.64,29.65,29.66,29.63,3585,10627650.0,29.708,0.33840947546530664
2025-10-24 10:53:00,29.65,29.61,29.65,29.61,2474,7331482.0,29.708,0.20304568527917954
2025-10-24 10:54:00,29.61,29.61,29.61,29.59,3671,10868266.0,29.707,0.20304568527917954
2025-10-24 10:55:00,29.61,29.62,29.62,29.6,3827,11330244.0,29.707,0.23688663282572797
2025-10-24 10:56:00,29.62,29.6,29.62,29.59,3836,11358292.0,29.707,0.16920473773265332
2025-10-24 10:57:00,29.6,29.59,29.61,29.59,3205,9484474.0,29.706,0.1353637901861271
2025-10-24 10:58:00,29.59,29.59,29.59,29.57,5396,15960999.0,29.706,0.1353637901861271
2025-10-24 10:59:00,29.58,29.59,29.6,29.58,2806,8301031.0,29.706,0.1353637901861271
2025-10-24 11:00:00,29.58,29.59,29.6,29.58,6327,18719810.0,29.705,0.1353637901861271
2025-10-24 11:01:00,29.59,29.57,29.59,29.56,7278,21521173.0,29.704,0.06768189509305245
2025-10-24 11:02:00,29.57,29.54,29.57,29.53,7498,22148917.0,29.703,-0.033840947546537326
2025-10-24 11:03:00,29.54,29.54,29.55,29.53,5670,16744594.0,29.703,-0.033840947546537326
2025-10-24 11:04:00,29.54,29.53,29.55,29.53,4690,13852510.0,29.702,-0.06768189509306355
2025-10-24 11:05:00,29.53,29.53,29.54,29.52,8309,24529232.0,29.701,-0.06768189509306355
2025-10-24 11:06:00,29.53,29.56,29.56,29.53,1647,4865502.0,29.701,0.03384094754652622
2025-10-24 11:07:00,29.55,29.56,29.57,29.55,3027,8945221.0,29.7,0.03384094754652622
2025-10-24 11:08:00,29.55,29.54,29.55,29.53,3409,10069623.0,29.7,-0.033840947546537326
2025-10-24 11:09:00,29.55,29.55,29.56,29.54,2435,7195312.0,29.7,0.0
2025-10-24 11:10:00,29.56,29.58,29.6,29.55,3226,9542619.0,29.699,0.10152284263957867
2025-10-24 11:11:00,29.58,29.58,29.6,29.58,3877,11473887.0,29.699,0.10152284263957867
2025-10-24 11:12:00,29.58,29.57,29.58,29.56,1642,4855927.0,29.699,0.06768189509305245
2025-10-24 11:13:00,29.57,29.6,29.6,29.56,1642,4857237.0,29.699,0.16920473773265332
2025-10-24 11:14:00,29.57,29.57,29.58,29.56,5463,16145860.0,29.698,0.06768189509305245
2025-10-24 11:15:00,29.57,29.58,29.58,29.56,1695,5011633.0,29.698,0.10152284263957867
2025-10-24 11:16:00,29.58,29.59,29.59,29.57,2163,6397813.0,29.698,0.1353637901861271
2025-10-24 11:17:00,29.58,29.56,29.59,29.56,4848,14337237.0,29.697,0.03384094754652622
2025-10-24 11:18:00,29.56,29.55,29.56,29.53,5208,15384548.0,29.697,0.0
2025-10-24 11:19:00,29.55,29.56,29.57,29.54,2598,7678736.0,29.696,0.03384094754652622
2025-10-24 11:20:00,29.56,29.55,29.56,29.55,1864,5508413.0,29.696,0.0
2025-10-24 11:21:00,29.56,29.54,29.56,29.53,3481,10281330.0,29.696,-0.033840947546537326
2025-10-24 11:22:00,29.54,29.54,29.55,29.53,3085,9111696.0,29.695,-0.033840947546537326
2025-10-24 11:23:00,29.54,29.56,29.57,29.54,2979,8804718.0,29.695,0.03384094754652622
2025-10-24 11:24:00,29.55,29.55,29.57,29.55,2122,6271231.0,29.695,0.0
2025-10-24 11:25:00,29.56,29.56,29.57,29.55,3099,9160042.0,29.695,0.03384094754652622
2025-10-24 11:26:00,29.57,29.58,29.6,29.57,2150,6362557.0,29.694,0.10152284263957867
2025-10-24 11:27:00,29.58,29.58,29.6,29.57,3283,9712038.0,29.694,0.10152284263957867
2025-10-24 11:28:00,29.57,29.55,29.59,29.55,11886,35123122.0,29.693,0.0
2025-10-24 11:29:00,29.57,29.58,29.58,29.56,2048,6056218.0,29.693,0.10152284263957867
2025-10-24 11:30:00,29.57,29.54,29.57,29.53,4620,13651031.0,29.692,-0.033840947546537326
2025-10-24 13:01:00,29.54,29.77,29.82,29.54,43211,128260463.0,29.692,0.7445008460236879
2025-10-24 13:02:00,29.76,29.77,29.8,29.75,17324,51591739.0,29.693,0.7445008460236879
2025-10-24 13:03:00,29.77,29.78,29.8,29.77,9524,28375451.0,29.694,0.7783417935702142
2025-10-24 13:04:00,29.77,29.71,29.77,29.71,6095,18119664.0,29.694,0.5414551607445084
2025-10-24 13:05:00,29.7,29.7,29.72,29.69,4860,14437399.0,29.694,0.50761421319796
2025-10-24 13:06:00,29.69,29.74,29.74,29.68,6623,19680581.0,29.694,0.6429780033840871
2025-10-24 13:07:00,29.74,29.69,29.74,29.68,7805,23185960.0,29.694,0.47377326565143374
2025-10-24 13:08:00,29.68,29.73,29.73,29.68,6098,18107564.0,29.694,0.6091370558375608
2025-10-24 13:09:00,29.73,29.85,29.85,29.73,22704,67706621.0,29.696,1.0152284263959421
2025-10-24 13:10:00,29.85,29.8,29.85,29.77,15847,47223703.0,29.697,0.8460236886632888
2025-10-24 13:11:00,29.78,29.76,29.8,29.75,8725,25979009.0,29.697,0.7106598984771617
2025-10-24 13:12:00,29.75,29.73,29.75,29.72,6040,17960915.0,29.698,0.6091370558375608
2025-10-24 13:13:00,29.73,29.71,29.74,29.69,7925,23551182.0,29.698,0.5414551607445084
2025-10-24 13:14:00,29.72,29.67,29.72,29.67,6687,19854436.0,29.698,0.4060913705583813
2025-10-24 13:15:00,29.67,29.69,29.71,29.67,7269,21580352.0,29.698,0.47377326565143374
2025-10-24 13:16:00,29.68,29.72,29.73,29.68,7286,21645534.0,29.698,0.5752961082910346
2025-10-24 13:17:00,29.71,29.69,29.72,29.68,6266,18606175.0,29.698,0.47377326565143374
2025-10-24 13:18:00,29.69,29.71,29.71,29.67,4979,14785550.0,29.698,0.5414551607445084
2025-10-24 13:19:00,29.7,29.74,29.74,29.7,6736,20016494.0,29.698,0.6429780033840871
2025-10-24 13:20:00,29.74,29.71,29.74,29.69,4137,12293144.0,29.698,0.5414551607445084
2025-10-24 13:21:00,29.71,29.69,29.71,29.68,7214,21425707.0,29.698,0.47377326565143374
2025-10-24 13:22:00,29.71,29.76,29.76,29.7,11728,34868437.0,29.698,0.7106598984771617
2025-10-24 13:23:00,29.76,29.72,29.76,29.72,5583,16605719.0,29.698,0.5752961082910346
2025-10-24 13:24:00,29.74,29.72,29.75,29.71,5555,16515089.0,29.698,0.5752961082910346
2025-10-24 13:25:00,29.72,29.71,29.73,29.69,7282,21633907.0,29.698,0.5414551607445084
2025-10-24 13:26:00,29.7,29.7,29.72,29.68,5586,16585939.0,29.698,0.50761421319796
2025-10-24 13:27:00,29.69,29.69,29.71,29.67,4736,14059433.0,29.698,0.47377326565143374
2025-10-24 13:28:00,29.7,29.67,29.71,29.67,5117,15193112.0,29.698,0.4060913705583813
2025-10-24 13:29:00,29.68,29.7,29.7,29.66,7234,21468991.0,29.698,0.50761421319796
2025-10-24 13:30:00,29.7,29.72,29.73,29.68,8175,24278958.0,29.698,0.5752961082910346
2025-10-24 13:31:00,29.72,29.71,29.72,29.71,6639,19729244.0,29.698,0.5414551607445084
2025-10-24 13:32:00,29.71,29.71,29.72,29.7,6469,19220385.0,29.698,0.5414551607445084
2025-10-24 13:33:00,29.7,29.69,29.73,29.69,6432,19105733.0,29.698,0.47377326565143374
2025-10-24 13:34:00,29.69,29.68,29.7,29.67,7608,22582949.0,29.698,0.4399323181049075
2025-10-24 13:35:00,29.7,29.69,29.7,29.68,10153,30140132.0,29.698,0.47377326565143374
2025-10-24 13:36:00,29.69,29.66,29.7,29.66,8308,24648617.0,29.698,0.37225042301183286
2025-10-24 13:37:00,29.66,29.65,29.7,29.65,5385,15977846.0,29.698,0.33840947546530664
2025-10-24 13:38:00,29.66,29.62,29.66,29.62,7608,22551012.0,29.698,0.23688663282572797
2025-10-24 13:39:00,29.62,29.64,29.65,29.61,7548,22362382.0,29.697,0.3045685279187804
2025-10-24 13:40:00,29.64,29.57,29.64,29.57,12306,36434509.0,29.697,0.06768189509305245
2025-10-24 13:41:00,29.57,29.57,29.59,29.57,9612,28428454.0,29.696,0.06768189509305245
2025-10-24 13:42:00,29.57,29.57,29.6,29.57,13757,40685416.0,29.695,0.06768189509305245
2025-10-24 13:43:00,29.57,29.55,29.57,29.55,9688,28632069.0,29.694,0.0
2025-10-24 13:44:00,29.55,29.55,29.55,29.51,21088,62266099.0,29.692,0.0
2025-10-24 13:45:00,29.54,29.56,29.57,29.54,5314,15704542.0,29.692,0.03384094754652622
2025-10-24 13:46:00,29.56,29.59,29.59,29.56,3396,10041209.0,29.692,0.1353637901861271
2025-10-24 13:47:00,29.59,29.58,29.61,29.58,6624,19602026.0,29.691,0.10152284263957867
2025-10-24 13:48:00,29.58,29.54,29.58,29.53,12358,36512867.0,29.69,-0.033840947546537326
2025-10-24 13:49:00,29.54,29.57,29.57,29.54,11395,33670198.0,29.69,0.06768189509305245
2025-10-24 13:50:00,29.57,29.59,29.59,29.56,8004,23671094.0,29.689,0.1353637901861271
2025-10-24 13:51:00,29.57,29.61,29.61,29.57,5940,17575473.0,29.689,0.20304568527917954
2025-10-24 13:52:00,29.61,29.63,29.64,29.61,4822,14283523.0,29.689,0.2707275803722542
2025-10-24 13:53:00,29.62,29.61,29.64,29.61,7654,22671241.0,29.688,0.20304568527917954
2025-10-24 13:54:00,29.61,29.65,29.65,29.61,7398,21917696.0,29.688,0.33840947546530664
2025-10-24 13:55:00,29.64,29.72,29.72,29.64,13405,39812134.0,29.688,0.5752961082910346
2025-10-24 13:56:00,29.71,29.7,29.71,29.68,11714,34788198.0,29.688,0.50761421319796
2025-10-24 13:57:00,29.7,29.7,29.7,29.68,7463,22162187.0,29.688,0.50761421319796
2025-10-24 13:58:00,29.7,29.69,29.73,29.68,14113,41920635.0,29.688,0.47377326565143374
2025-10-24 13:59:00,29.68,29.68,29.69,29.66,10083,29925305.0,29.688,0.4399323181049075
2025-10-24 14:00:00,29.68,29.68,29.68,29.66,6429,19074944.0,29.688,0.4399323181049075
2025-10-24 14:01:00,29.69,29.68,29.7,29.68,4984,14798253.0,29.688,0.4399323181049075
2025-10-24 14:02:00,29.69,29.66,29.71,29.66,9433,28001275.0,29.688,0.37225042301183286
2025-10-24 14:03:00,29.65,29.67,29.67,29.65,7460,22126116.0,29.688,0.4060913705583813
2025-10-24 14:04:00,29.65,29.67,29.67,29.65,10428,30924952.0,29.688,0.4060913705583813
2025-10-24 14:05:00,29.67,29.65,29.69,29.65,5377,15953143.0,29.688,0.33840947546530664
2025-10-24 14:06:00,29.68,29.68,29.7,29.67,11315,33585701.0,29.688,0.4399323181049075
2025-10-24 14:07:00,29.68,29.66,29.69,29.65,5590,16586238.0,29.688,0.37225042301183286
2025-10-24 14:08:00,29.65,29.67,29.67,29.65,2724,8081188.0,29.688,0.4060913705583813
2025-10-24 14:09:00,29.68,29.66,29.69,29.66,4282,12704912.0,29.688,0.37225042301183286
2025-10-24 14:10:00,29.67,29.62,29.67,29.62,5843,17314709.0,29.688,0.23688663282572797
2025-10-24 14:11:00,29.62,29.68,29.68,29.62,5307,15732988.0,29.687,0.4399323181049075
2025-10-24 14:12:00,29.66,29.66,29.66,29.63,6980,20689947.0,29.687,0.37225042301183286
2025-10-24 14:13:00,29.66,29.64,29.66,29.64,4361,12929508.0,29.687,0.3045685279187804
2025-10-24 14:14:00,29.67,29.66,29.67,29.63,8596,25475807.0,29.687,0.37225042301183286
2025-10-24 14:15:00,29.64,29.65,29.66,29.64,2691,7977859.0,29.687,0.33840947546530664
2025-10-24 14:16:00,29.65,29.69,29.69,29.65,8351,24778921.0,29.687,0.47377326565143374
2025-10-24 14:17:00,29.68,29.67,29.7,29.66,4259,12641809.0,29.687,0.4060913705583813
2025-10-24 14:18:00,29.67,29.65,29.68,29.65,5931,17591796.0,29.687,0.33840947546530664
2025-10-24 14:19:00,29.65,29.67,29.69,29.64,8377,24841566.0,29.687,0.4060913705583813
2025-10-24 14:20:00,29.67,29.7,29.71,29.65,11669,34649362.0,29.687,0.50761421319796
2025-10-24 14:21:00,29.7,29.68,29.71,29.68,8562,25423023.0,29.687,0.4399323181049075
2025-10-24 14:22:00,29.68,29.7,29.7,29.67,7279,21602757.0,29.687,0.50761421319796
2025-10-24 14:23:00,29.69,29.71,29.71,29.69,7405,21990247.0,29.687,0.5414551607445084
2025-10-24 14:24:00,29.72,29.7,29.73,29.7,7714,22921709.0,29.687,0.50761421319796
2025-10-24 14:25:00,29.71,29.71,29.73,29.7,11705,34779488.0,29.687,0.5414551607445084
2025-10-24 14:26:00,29.73,29.88,29.88,29.73,52740,157227981.0,29.69,1.1167512690355208
2025-10-24 14:27:00,29.89,29.79,29.89,29.78,13190,39368490.0,29.691,0.8121827411167404
2025-10-24 14:28:00,29.82,29.82,29.85,29.82,16990,50691800.0,29.692,0.9137055837563413
2025-10-24 14:29:00,29.82,29.8,29.82,29.79,14439,43026454.0,29.693,0.8460236886632888
2025-10-24 14:30:00,29.79,29.75,29.79,29.74,14020,41715513.0,29.693,0.6768189509306133
2025-10-24 14:31:00,29.76,29.78,29.79,29.75,9090,27060372.0,29.694,0.7783417935702142
2025-10-24 14:32:00,29.78,29.77,29.78,29.76,11494,34221798.0,29.694,0.7445008460236879
2025-10-24 14:33:00,29.76,29.74,29.76,29.73,9610,28583238.0,29.694,0.6429780033840871
2025-10-24 14:34:00,29.75,29.74,29.75,29.73,10712,31859261.0,29.694,0.6429780033840871
2025-10-24 14:35:00,29.76,29.77,29.8,29.76,9748,29036440.0,29.695,0.7445008460236879
2025-10-24 14:36:00,29.76,29.79,29.79,29.76,11804,35149102.0,29.695,0.8121827411167404
2025-10-24 14:37:00,29.78,29.73,29.79,29.73,11670,34721709.0,29.696,0.6091370558375608
2025-10-24 14:38:00,29.72,29.76,29.77,29.72,9866,29351395.0,29.696,0.7106598984771617
2025-10-24 14:39:00,29.76,29.75,29.77,29.74,10390,30913404.0,29.696,0.6768189509306133
2025-10-24 14:40:00,29.75,29.73,29.76,29.72,10391,30895855.0,29.696,0.6091370558375608
2025-10-24 14:41:00,29.72,29.7,29.73,29.67,17502,51986723.0,29.696,0.50761421319796
2025-10-24 14:42:00,29.71,29.71,29.73,29.7,12940,38445329.0,29.696,0.5414551607445084
2025-10-24 14:43:00,29.71,29.71,29.73,29.71,17436,51805793.0,29.696,0.5414551607445084
2025-10-24 14:44:00,29.71,29.72,29.73,29.7,29507,87661881.0,29.697,0.5752961082910346
2025-10-24 14:45:00,29.73,29.73,29.74,29.71,22945,68181898.0,29.697,0.6091370558375608
2025-10-24 14:46:00,29.74,29.77,29.8,29.74,19617,58401707.0,29.697,0.7445008460236879
2025-10-24 14:47:00,29.8,29.77,29.8,29.77,14060,41872030.0,29.698,0.7445008460236879
2025-10-24 14:48:00,29.77,29.76,29.77,29.76,7424,22096427.0,29.698,0.7106598984771617
2025-10-24 14:49:00,29.76,29.83,29.87,29.76,45004,134154444.0,29.7,0.9475465313028675
2025-10-24 14:50:00,29.85,29.89,29.89,29.83,36307,108387551.0,29.702,1.1505922165820692
2025-10-24 14:51:00,29.89,29.94,29.96,29.89,78598,235264377.0,29.709,1.3197969543147225
2025-10-24 14:52:00,29.94,29.9,29.95,29.87,46071,137864329.0,29.713,1.1844331641285955
2025-10-24 14:53:00,29.9,29.9,29.9,29.89,27426,81997201.0,29.715,1.1844331641285955
2025-10-24 14:54:00,29.9,29.87,29.9,29.86,39466,117916147.0,29.717,1.0829103214889946
2025-10-24 14:55:00,29.87,29.89,29.89,29.87,35051,104747646.0,29.719,1.1505922165820692
2025-10-24 14:56:00,29.88,29.88,29.89,29.87,51290,153273830.0,29.722,1.1167512690355208
2025-10-24 14:57:00,29.89,29.87,29.89,29.84,44147,131860006.0,29.724,1.0829103214889946
2025-10-24 14:58:00,29.87,29.87,29.87,29.87,549,1639903.0,29.724,1.0829103214889946
2025-10-24 14:59:00,29.87,29.87,29.87,29.87,0,0.0,29.724,1.0829103214889946
2025-10-24 15:00:00,29.87,29.87,29.87,29.87,112696,336622960.0,29.73,1.0829103214889946
