date,type,stock_code,start_date,end_date,initial_capital,price,quantity,amount,position,capital,signal_type,H1_value,H2_value,VAR1_value,lifeline_value,final_capital,total_return,trade_count,win_rate
2025-11-13 22:33:00,回测开始,600030,20241113,20251113,10000.0,,,,,,,,,,,,,,
2024-11-14,买入,,,,,30.34207235787732,300.0,9102.621707363196,300.0,897.378292636804,H2持续在H1上方且VAR1由负转正,30.299187540913863,30.3078160176002,0.008628476686336484,,,,,
2025-03-06,卖出,,,,,147.50495434332944,300.0,44251.486302998834,0.0,45148.864595635634,价格跌破生命线,139.481095465736,149.43479746945695,9.953702003720963,147.83272802213344,,,,
2025-05-09,买入,,,,,118.89164490160056,300.0,35667.49347048017,300.0,9481.371125155463,H2上穿H1且价格在生命线上方,115.8481933818703,116.50728831651213,0.6590949346418284,115.54380203010679,,,,
2025-11-13,强制卖出,,,,,423.59610523115043,300.0,127078.83156934513,0.0,136560.2026945006,回测结束强制卖出,,,,,,,,
2025-11-13 22:33:00,回测结果,,,,,,,,,,,,,,,136560.2026945006,1265.602026945006,4.0,100.0
