昨收价,时间,最新价,涨跌幅(%),成交量(手),操作,交易类型
30.3,10:06:29,29.99,-1.0231023102310306,238,56,1
30.3,10:06:32,29.99,-1.0231023102310306,298,25,1
30.3,10:06:35,29.98,-1.056105610561057,121,32,1
30.3,10:06:38,29.98,-1.056105610561057,184,32,1
30.3,10:06:41,29.98,-1.056105610561057,490,28,1
30.3,10:06:44,29.98,-1.056105610561057,213,48,1
30.3,10:06:47,29.99,-1.0231023102310306,303,19,2
30.3,10:06:50,29.99,-1.0231023102310306,441,49,2
30.3,10:06:53,29.99,-1.0231023102310306,705,82,2
30.3,10:06:56,30.0,-0.9900990099009923,735,37,2
30.3,10:06:59,29.99,-1.0231023102310306,271,25,1
30.3,10:07:02,29.99,-1.0231023102310306,73,9,1
30.3,10:07:05,29.99,-1.0231023102310306,63,10,1
30.3,10:07:08,30.0,-0.9900990099009923,286,14,2
30.3,10:07:11,30.0,-0.9900990099009923,1508,65,2
30.3,10:07:14,30.0,-0.9900990099009923,705,60,2
30.3,10:07:17,29.98,-1.056105610561057,349,54,1
30.3,10:07:20,29.99,-1.0231023102310306,198,27,2
30.3,10:07:23,29.98,-1.056105610561057,133,31,1
30.3,10:07:26,29.99,-1.0231023102310306,236,40,2
30.3,10:07:29,29.99,-1.0231023102310306,82,18,2
30.3,10:07:32,29.99,-1.0231023102310306,490,47,1
30.3,10:07:35,29.99,-1.0231023102310306,396,45,2
30.3,10:07:38,29.99,-1.0231023102310306,490,22,2
30.3,10:07:41,29.99,-1.0231023102310306,154,12,2
30.3,10:07:44,29.98,-1.056105610561057,456,14,1
30.3,10:07:47,29.99,-1.0231023102310306,383,50,2
30.3,10:07:50,29.98,-1.056105610561057,467,91,1
30.3,10:07:53,29.99,-1.0231023102310306,214,49,2
30.3,10:07:56,29.98,-1.056105610561057,214,36,1
30.3,10:07:59,29.98,-1.056105610561057,990,78,1
30.3,10:08:02,29.99,-1.0231023102310306,1341,59,2
30.3,10:08:05,30.0,-0.9900990099009923,317,9,2
30.3,10:08:08,29.99,-1.0231023102310306,468,16,1
30.3,10:08:11,29.99,-1.0231023102310306,243,11,1
30.3,10:08:14,29.99,-1.0231023102310306,142,9,1
30.3,10:08:17,29.99,-1.0231023102310306,619,48,1
30.3,10:08:20,29.99,-1.0231023102310306,254,21,2
30.3,10:08:23,29.99,-1.0231023102310306,312,27,2
30.3,10:08:26,29.99,-1.0231023102310306,197,21,1
30.3,10:08:29,29.98,-1.056105610561057,213,24,1
30.3,10:08:32,29.99,-1.0231023102310306,161,22,1
30.3,10:08:35,29.99,-1.0231023102310306,121,14,1
30.3,10:08:38,29.99,-1.0231023102310306,102,15,1
30.3,10:08:41,30.0,-0.9900990099009923,459,31,2
30.3,10:08:44,29.99,-1.0231023102310306,758,45,1
30.3,10:08:47,29.99,-1.0231023102310306,281,32,2
30.3,10:08:50,29.99,-1.0231023102310306,256,34,2
30.3,10:08:53,29.99,-1.0231023102310306,247,33,2
30.3,10:08:56,29.99,-1.0231023102310306,184,34,2
30.3,10:08:59,29.99,-1.0231023102310306,1173,67,2
30.3,10:09:02,29.99,-1.0231023102310306,350,5,1
30.3,10:09:05,29.99,-1.0231023102310306,463,41,1
30.3,10:09:08,29.99,-1.0231023102310306,329,33,2
30.3,10:09:11,29.99,-1.0231023102310306,386,30,2
30.3,10:09:14,29.99,-1.0231023102310306,266,15,2
30.3,10:09:17,29.98,-1.056105610561057,108,14,1
30.3,10:09:20,29.98,-1.056105610561057,312,24,1
30.3,10:09:23,29.98,-1.056105610561057,728,15,1
30.3,10:09:26,29.99,-1.0231023102310306,578,15,2
30.3,10:09:29,29.97,-1.0891089108910952,3161,260,1
30.3,10:09:32,29.97,-1.0891089108910952,1288,102,1
30.3,10:09:35,29.97,-1.0891089108910952,1073,89,1
30.3,10:09:38,29.97,-1.0891089108910952,459,65,1
30.3,10:09:41,29.97,-1.0891089108910952,746,79,1
30.3,10:09:44,29.98,-1.056105610561057,1555,114,2
30.3,10:09:47,29.97,-1.0891089108910952,604,71,1
30.3,10:09:50,29.97,-1.0891089108910952,130,12,2
30.3,10:09:53,29.97,-1.0891089108910952,179,41,2
30.3,10:09:56,29.97,-1.0891089108910952,539,32,2
30.3,10:09:59,29.97,-1.0891089108910952,514,22,2
30.3,10:10:02,29.97,-1.0891089108910952,346,22,2
30.3,10:10:05,29.97,-1.0891089108910952,307,28,2
30.3,10:10:08,29.96,-1.1221122112211217,1471,69,1
30.3,10:10:11,29.97,-1.0891089108910952,1909,113,2
30.3,10:10:14,29.97,-1.0891089108910952,477,48,2
30.3,10:10:17,29.96,-1.1221122112211217,145,18,1
30.3,10:10:20,29.96,-1.1221122112211217,4732,483,1
30.3,10:10:23,29.95,-1.1551155115511598,5124,265,1
30.3,10:10:26,29.95,-1.1551155115511598,3064,361,1
30.3,10:10:29,29.95,-1.1551155115511598,1626,146,1
30.3,10:10:32,29.94,-1.1881188118811863,5484,331,1
30.3,10:10:35,29.95,-1.1551155115511598,1842,200,2
30.3,10:10:38,29.94,-1.1881188118811863,503,59,1
30.3,10:10:41,29.94,-1.1881188118811863,1619,78,2
30.3,10:10:44,29.94,-1.1881188118811863,1494,156,2
30.3,10:10:47,29.93,-1.2211221122112244,837,85,1
30.3,10:10:50,29.93,-1.2211221122112244,1613,89,2
30.3,10:10:53,29.94,-1.1881188118811863,357,62,2
30.3,10:10:56,29.93,-1.2211221122112244,107,8,1
30.3,10:10:59,29.93,-1.2211221122112244,881,81,1
30.3,10:11:02,29.93,-1.2211221122112244,302,40,2
30.3,10:11:05,29.93,-1.2211221122112244,681,40,2
30.3,10:11:08,29.92,-1.2541254125412509,497,47,1
30.3,10:11:11,29.93,-1.2211221122112244,725,75,2
30.3,10:11:14,29.93,-1.2211221122112244,199,35,1
30.3,10:11:17,29.93,-1.2211221122112244,312,41,1
30.3,10:11:20,29.93,-1.2211221122112244,340,22,1
30.3,10:11:23,29.93,-1.2211221122112244,410,54,1
30.3,10:11:26,29.94,-1.1881188118811863,192,28,2
30.3,10:11:29,29.93,-1.2211221122112244,400,43,1
30.3,10:11:32,29.94,-1.1881188118811863,703,53,2
30.3,10:11:35,29.94,-1.1881188118811863,580,14,2
30.3,10:11:38,29.94,-1.1881188118811863,521,37,2
30.3,10:11:41,29.94,-1.1881188118811863,639,46,2
30.3,10:11:44,29.94,-1.1881188118811863,249,11,2
30.3,10:11:47,29.94,-1.1881188118811863,642,101,1
30.3,10:11:50,29.94,-1.1881188118811863,54,8,1
30.3,10:11:53,29.94,-1.1881188118811863,294,41,1
30.3,10:11:56,29.94,-1.1881188118811863,691,53,1
30.3,10:11:59,29.94,-1.1881188118811863,256,33,2
30.3,10:12:02,29.94,-1.1881188118811863,245,33,1
30.3,10:12:05,29.94,-1.1881188118811863,618,41,2
30.3,10:12:08,29.94,-1.1881188118811863,119,24,2
30.3,10:12:11,29.95,-1.1551155115511598,806,47,2
30.3,10:12:14,29.94,-1.1881188118811863,1562,102,1
30.3,10:12:17,29.98,-1.056105610561057,2919,270,2
30.3,10:12:20,29.96,-1.1221122112211217,557,63,1
30.3,10:12:23,29.97,-1.0891089108910952,544,86,1
30.3,10:12:26,29.96,-1.1221122112211217,51,16,1
30.3,10:12:29,29.97,-1.0891089108910952,347,32,2
30.3,10:12:32,29.97,-1.0891089108910952,136,16,2
30.3,10:12:35,29.97,-1.0891089108910952,156,30,2
30.3,10:12:38,29.96,-1.1221122112211217,150,22,1
30.3,10:12:41,29.96,-1.1221122112211217,424,36,1
30.3,10:12:44,29.96,-1.1221122112211217,772,64,2
30.3,10:12:47,29.98,-1.056105610561057,365,36,2
30.3,10:12:50,29.98,-1.056105610561057,83,13,1
30.3,10:12:53,29.97,-1.0891089108910952,222,20,1
30.3,10:12:56,29.97,-1.0891089108910952,167,22,1
30.3,10:12:59,29.96,-1.1221122112211217,131,28,1
30.3,10:13:02,29.97,-1.0891089108910952,72,8,2
30.3,10:13:05,29.97,-1.0891089108910952,177,25,2
30.3,10:13:08,29.97,-1.0891089108910952,126,22,2
30.3,10:13:11,29.96,-1.1221122112211217,142,30,1
30.3,10:13:14,29.98,-1.056105610561057,116,20,2
30.3,10:13:17,29.98,-1.056105610561057,83,9,2
30.3,10:13:20,29.97,-1.0891089108910952,107,13,1
30.3,10:13:23,29.97,-1.0891089108910952,565,167,1
30.3,10:13:26,29.98,-1.056105610561057,260,42,2
30.3,10:13:29,29.99,-1.0231023102310306,79,17,2
30.3,10:13:32,29.98,-1.056105610561057,134,33,1
30.3,10:13:35,29.98,-1.056105610561057,168,47,1
30.3,10:13:38,29.99,-1.0231023102310306,302,39,2
30.3,10:13:41,30.0,-0.9900990099009923,2109,80,2
30.3,10:13:44,29.98,-1.056105610561057,206,19,1
30.3,10:13:47,29.99,-1.0231023102310306,260,45,2
30.3,10:13:50,29.99,-1.0231023102310306,220,20,2
30.3,10:13:53,29.98,-1.056105610561057,264,26,1
30.3,10:13:56,29.99,-1.0231023102310306,244,39,2
30.3,10:13:59,29.99,-1.0231023102310306,389,42,2
30.3,10:14:02,29.99,-1.0231023102310306,200,35,2
30.3,10:14:05,30.0,-0.9900990099009923,102,10,2
30.3,10:14:08,29.99,-1.0231023102310306,46,7,1
30.3,10:14:11,30.0,-0.9900990099009923,470,25,2
30.3,10:14:14,30.0,-0.9900990099009923,547,23,2
30.3,10:14:17,30.02,-0.9240924092409277,2780,193,2
30.3,10:14:20,30.03,-0.8910891089108897,656,139,2
30.3,10:14:23,30.04,-0.8580858085808633,258,17,2
30.3,10:14:26,30.04,-0.8580858085808633,622,15,2
30.3,10:14:29,30.03,-0.8910891089108897,647,17,1
30.3,10:14:32,30.02,-0.9240924092409277,718,105,1
30.3,10:14:35,30.04,-0.8580858085808633,383,59,2
30.3,10:14:38,30.02,-0.9240924092409277,310,34,2
30.3,10:14:41,30.02,-0.9240924092409277,200,22,1
30.3,10:14:44,30.02,-0.9240924092409277,171,28,1
30.3,10:14:47,30.02,-0.9240924092409277,56,14,1
30.3,10:14:50,30.02,-0.9240924092409277,389,47,1
30.3,10:14:53,30.02,-0.9240924092409277,144,40,2
30.3,10:14:56,30.02,-0.9240924092409277,217,28,2
30.3,10:14:59,30.02,-0.9240924092409277,212,27,1
30.3,10:15:02,30.02,-0.9240924092409277,727,42,1
30.3,10:15:05,29.99,-1.0231023102310306,1301,58,1
30.3,10:15:08,29.99,-1.0231023102310306,484,58,1
30.3,10:15:11,30.0,-0.9900990099009923,105,20,2
30.3,10:15:14,30.0,-0.9900990099009923,108,10,1
30.3,10:15:17,30.0,-0.9900990099009923,194,26,1
30.3,10:15:20,30.01,-0.9570957095709542,127,25,2
30.3,10:15:23,30.01,-0.9570957095709542,75,10,1
30.3,10:15:26,30.01,-0.9570957095709542,21,10,2
30.3,10:15:29,30.01,-0.9570957095709542,184,15,1
30.3,10:15:32,30.02,-0.9240924092409277,240,29,2
30.3,10:15:35,30.01,-0.9570957095709542,342,14,2
30.3,10:15:38,30.0,-0.9900990099009923,23,6,1
30.3,10:15:41,30.01,-0.9570957095709542,96,7,2
30.3,10:15:44,30.0,-0.9900990099009923,818,38,1
30.3,10:15:47,30.0,-0.9900990099009923,413,27,2
30.3,10:15:50,30.0,-0.9900990099009923,237,27,2
30.3,10:15:53,29.99,-1.0231023102310306,520,45,1
30.3,10:15:56,30.0,-0.9900990099009923,764,59,2
30.3,10:15:59,30.0,-0.9900990099009923,1439,33,2
30.3,10:16:02,30.01,-0.9570957095709542,130,34,2
30.3,10:16:05,30.0,-0.9900990099009923,67,13,1
30.3,10:16:08,30.0,-0.9900990099009923,54,5,1
30.3,10:16:11,30.0,-0.9900990099009923,69,19,1
30.3,10:16:14,30.01,-0.9570957095709542,33,5,2
30.3,10:16:17,30.0,-0.9900990099009923,80,15,1
30.3,10:16:20,30.01,-0.9570957095709542,64,12,2
30.3,10:16:23,30.0,-0.9900990099009923,81,19,1
30.3,10:16:26,30.01,-0.9570957095709542,117,25,2
30.3,10:16:29,30.01,-0.9570957095709542,41,17,2
30.3,10:16:32,30.0,-0.9900990099009923,253,20,1
30.3,10:16:35,30.0,-0.9900990099009923,272,29,2
30.3,10:16:38,30.01,-0.9570957095709542,585,28,2
30.3,10:16:41,30.01,-0.9570957095709542,1016,22,1
30.3,10:16:47,30.0,-0.9900990099009923,140,18,1
30.3,10:16:50,30.01,-0.9570957095709542,32,4,2
30.3,10:16:53,30.01,-0.9570957095709542,80,14,2
30.3,10:16:56,30.0,-0.9900990099009923,669,38,1
30.3,10:16:59,30.0,-0.9900990099009923,34,11,1
30.3,10:17:02,30.0,-0.9900990099009923,267,17,1
30.3,10:17:05,30.0,-0.9900990099009923,129,12,1
30.3,10:17:08,30.01,-0.9570957095709542,217,15,2
30.3,10:17:11,30.01,-0.9570957095709542,120,6,1
30.3,10:17:14,30.01,-0.9570957095709542,33,5,1
30.3,10:17:17,30.02,-0.9240924092409277,158,20,2
30.3,10:17:20,30.01,-0.9570957095709542,639,66,1
30.3,10:17:23,30.01,-0.9570957095709542,21,4,1
30.3,10:17:26,30.02,-0.9240924092409277,402,39,2
30.3,10:17:29,30.02,-0.9240924092409277,225,39,1
30.3,10:17:32,30.02,-0.9240924092409277,476,23,1
30.3,10:17:35,30.01,-0.9570957095709542,832,26,1
30.3,10:17:38,30.02,-0.9240924092409277,25,6,2
30.3,10:17:41,30.02,-0.9240924092409277,267,20,2
30.3,10:17:44,30.03,-0.8910891089108897,75,21,2
30.3,10:17:47,30.02,-0.9240924092409277,155,15,1
30.3,10:17:50,30.02,-0.9240924092409277,257,14,1
30.3,10:17:53,30.02,-0.9240924092409277,80,10,1
30.3,10:17:56,30.03,-0.8910891089108897,56,9,2
30.3,10:17:59,30.02,-0.9240924092409277,455,27,1
30.3,10:18:02,30.02,-0.9240924092409277,819,43,1
30.3,10:18:05,30.02,-0.9240924092409277,410,89,2
30.3,10:18:08,30.02,-0.9240924092409277,880,189,2
30.3,10:18:11,30.02,-0.9240924092409277,135,21,1
30.3,10:18:14,30.02,-0.9240924092409277,390,80,1
30.3,10:18:17,30.03,-0.8910891089108897,220,10,2
30.3,10:18:20,30.03,-0.8910891089108897,138,27,2
30.3,10:18:23,30.03,-0.8910891089108897,16,4,2
30.3,10:18:26,30.03,-0.8910891089108897,160,28,2
30.3,10:18:29,30.03,-0.8910891089108897,256,22,1
30.3,10:18:32,30.04,-0.8580858085808633,412,22,2
30.3,10:18:35,30.04,-0.8580858085808633,100,9,2
30.3,10:18:38,30.03,-0.8910891089108897,1066,36,1
30.3,10:18:41,30.04,-0.8580858085808633,99,11,2
30.3,10:18:44,30.03,-0.8910891089108897,1420,46,1
30.3,10:18:47,30.03,-0.8910891089108897,922,186,2
30.3,10:18:50,30.03,-0.8910891089108897,324,15,2
30.3,10:18:53,30.03,-0.8910891089108897,54,8,1
30.3,10:18:56,30.04,-0.8580858085808633,112,8,2
30.3,10:18:59,30.05,-0.825082508250825,3220,113,2
30.3,10:19:02,30.06,-0.7920792079207987,1159,57,2
30.3,10:19:05,30.05,-0.825082508250825,468,72,1
30.3,10:19:08,30.07,-0.7590759075907605,71,15,2
30.3,10:19:11,30.08,-0.7260726072607341,137,29,2
30.3,10:19:14,30.08,-0.7260726072607341,13,6,2
30.3,10:19:17,30.08,-0.7260726072607341,88,22,2
30.3,10:19:20,30.07,-0.7590759075907605,264,34,1
30.3,10:19:23,30.08,-0.7260726072607341,108,19,2
30.3,10:19:26,30.08,-0.7260726072607341,315,59,1
30.3,10:19:29,30.09,-0.6930693069306959,194,34,2
30.3,10:19:32,30.08,-0.7260726072607341,178,24,1
30.3,10:19:35,30.08,-0.7260726072607341,360,35,1
30.3,10:19:38,30.08,-0.7260726072607341,286,59,1
30.3,10:19:41,30.08,-0.7260726072607341,289,67,1
30.3,10:19:44,30.07,-0.7590759075907605,474,48,1
30.3,10:19:47,30.07,-0.7590759075907605,319,19,2
30.3,10:19:50,30.07,-0.7590759075907605,775,46,2
30.3,10:19:53,30.07,-0.7590759075907605,790,26,2
30.3,10:19:56,30.06,-0.7920792079207987,332,23,1
30.3,10:19:59,30.08,-0.7260726072607341,257,36,2
30.3,10:20:02,30.07,-0.7590759075907605,453,34,1
30.3,10:20:05,30.06,-0.7920792079207987,306,17,1
30.3,10:20:08,30.06,-0.7920792079207987,435,39,1
30.3,10:20:11,30.06,-0.7920792079207987,296,31,1
30.3,10:20:14,30.07,-0.7590759075907605,222,21,2
30.3,10:20:17,30.07,-0.7590759075907605,125,13,2
30.3,10:20:20,30.07,-0.7590759075907605,119,12,1
30.3,10:20:23,30.07,-0.7590759075907605,218,17,1
30.3,10:20:26,30.08,-0.7260726072607341,180,12,2
30.3,10:20:29,30.08,-0.7260726072607341,129,25,2
30.3,10:20:32,30.08,-0.7260726072607341,133,19,2
30.3,10:20:35,30.08,-0.7260726072607341,248,27,2
30.3,10:20:38,30.07,-0.7590759075907605,189,13,1
30.3,10:20:41,30.07,-0.7590759075907605,161,16,1
30.3,10:20:44,30.07,-0.7590759075907605,1626,19,1
30.3,10:20:47,30.07,-0.7590759075907605,122,13,1
30.3,10:20:50,30.07,-0.7590759075907605,286,18,1
30.3,10:20:53,30.07,-0.7590759075907605,72,6,1
30.3,10:20:56,30.07,-0.7590759075907605,225,20,1
30.3,10:20:59,30.08,-0.7260726072607341,96,13,2
30.3,10:21:02,30.07,-0.7590759075907605,297,42,1
30.3,10:21:05,30.08,-0.7260726072607341,301,64,2
30.3,10:21:08,30.07,-0.7590759075907605,489,20,1
30.3,10:21:11,30.07,-0.7590759075907605,107,20,2
30.3,10:21:14,30.06,-0.7920792079207987,317,15,1
30.3,10:21:17,30.07,-0.7590759075907605,24,5,2
30.3,10:21:20,30.06,-0.7920792079207987,472,18,1
30.3,10:21:23,30.06,-0.7920792079207987,420,37,1
30.3,10:21:26,30.06,-0.7920792079207987,712,54,1
30.3,10:21:29,30.06,-0.7920792079207987,98,33,2
30.3,10:21:32,30.06,-0.7920792079207987,159,31,2
30.3,10:21:35,30.06,-0.7920792079207987,280,25,2
30.3,10:21:38,30.06,-0.7920792079207987,331,31,2
30.3,10:21:41,30.06,-0.7920792079207987,335,14,2
30.3,10:21:44,30.06,-0.7920792079207987,116,9,2
30.3,10:21:47,30.06,-0.7920792079207987,568,34,2
30.3,10:21:50,30.07,-0.7590759075907605,100,16,2
30.3,10:21:53,30.06,-0.7920792079207987,372,30,1
30.3,10:21:56,30.06,-0.7920792079207987,278,10,1
30.3,10:21:59,30.06,-0.7920792079207987,524,66,1
30.3,10:22:02,30.1,-0.6600660066006577,4836,214,2
