时间,开盘,收盘,最高,最低,成交量,成交额,均价,XG,XG_480,日期,月初,RQ,RQ变化,JY,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,H1,L1,P1,阻力,支撑,累计成交额,累计成交量,均价基础,均线,EMA12,EMA26,DIF,DEA,MACD1,MACD2,XX,主力,大户,散户,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,机构买盘,机构卖盘,散户买盘,散户卖盘,cross_support,longcross_support,longcross_resistance,主力_拉信号,主力_冲信号
2025-09-29 10:47:00,7.29,7.28,7.29,7.28,5339.0,3889211.0,7.316,7.4,8.36,2025-09-29,2025-09-01,29,False,78,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1324749620.0,181069100.0,7.316265558286864,7.316265558286864,7.285362533715213,7.290879899518788,7.404482634196425,7.402210735481159,0.022718987152661185,0.024712120042637647,7.325981954382264,0.9948054158957337,0.9975643191295842,1.000367405164448,244.45970695970695,15298.764376613957,42645.2555121053,0.0,0.0,57944.01988871926,26.402663132442374,73.59733686755762,0.0,0.0,15298.764376613957,42645.2555121053,0.0,0.0,False,False,False,False,False
2025-09-29 10:48:00,7.28,7.29,7.29,7.28,6805.0,4955731.0,7.316,7.4,8.36,2025-09-29,2025-09-01,29,False,79,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1329705351.0,181749600.0,7.316139078160282,7.316139078160282,7.286075990066719,7.2908147217766555,7.405261268290063,7.40282084204294,0.024404262471229288,0.024506881661698742,7.325981954382264,0.9948323711644254,0.9974831429685157,1.0002801496446554,311.1568358481939,15609.921212462152,42645.2555121053,0.0,0.0,58255.17672456746,26.795766642793676,73.20423335720632,0.0,0.0,15609.921212462152,42645.2555121053,0.0,0.0,False,False,False,False,False
2025-09-29 10:49:00,7.28,7.28,7.29,7.28,7950.0,5788536.0,7.316,7.4,8.36,2025-09-29,2025-09-01,29,False,80,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1335493887.0,182544600.0,7.315986816372547,7.315986816372547,7.285141222364147,7.290013631274681,7.4051275910894665,7.403282191852246,0.018453992372204908,0.02047162213536952,7.325981954382264,0.9947267588144492,0.9973598740675701,1.0001717743032508,364.010989010989,15609.921212462152,43009.26650111629,0.0,0.0,58619.187713578445,26.62937140776227,73.37062859223772,0.0,0.0,15609.921212462152,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:50:00,7.29,7.28,7.29,7.28,22308.0,16241372.0,7.316,7.4,8.36,2025-09-29,2025-09-01,29,False,81,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1351735259.0,184775400.0,7.315558559202145,7.315558559202145,7.2843502650773555,7.289271880809889,7.405078384267466,7.40364143033529,0.014369539321759106,0.01640356692629591,7.325981954382264,0.9946312047835183,0.9972406467699342,1.0000651902898032,1021.4285714285714,15609.921212462152,43009.26650111629,0.0,0.0,58619.187713578445,26.62937140776227,73.37062859223772,0.0,0.0,15609.921212462152,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:51:00,7.28,7.28,7.28,7.27,7157.0,5207352.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,82,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1356942611.0,185491100.0,7.315405488457397,7.315405488457397,7.2836809935269935,7.288585074823971,7.405095918703022,7.403932328008837,0.01163590694185146,0.013225126936666276,7.325981954382264,0.9945447511364857,0.997125328564024,0.9999603679955863,327.70146520146517,15609.921212462152,43009.26650111629,0.0,0.0,58619.187713578445,26.62937140776227,73.37062859223772,0.0,0.0,15609.921212462152,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:52:00,7.27,7.29,7.29,7.27,11298.0,8225210.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,83,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1365167821.0,186620900.0,7.315192569535352,7.315192569535352,7.284653148368995,7.28868988409627,7.405963264272725,7.404338515261616,0.016247490111096496,0.015240035719619757,7.325981954382264,0.9945965316203438,0.9970585455362525,0.9998798403628824,516.5980795610425,16126.519292023195,43009.26650111629,0.0,0.0,59135.78579313948,27.27032215050752,72.72967784949248,0.0,0.0,16126.519292023195,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:53:00,7.29,7.29,7.29,7.28,10462.0,7618581.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,84,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1372786402.0,187667100.0,7.315008341899033,7.315008341899033,7.285475740927612,7.288786929718769,7.406688811208843,7.404808574451062,0.018802367577812618,0.017614923625081665,7.325981954382264,0.9946433806295488,0.9969939521159489,0.9998006437654298,478.3721993598537,16126.519292023195,43009.26650111629,0.0,0.0,59135.78579313948,27.27032215050752,72.72967784949248,0.0,0.0,16126.519292023195,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:54:00,7.29,7.29,7.29,7.28,3735.0,2719973.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,85,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1375506375.0,188040600.0,7.314943554742965,7.314943554742965,7.286171780784902,7.288876786776638,7.407294994008264,7.405305858362503,0.019891356457613085,0.019132545513435944,7.325981954382264,0.9946857678283534,0.9969314765127044,0.9997227562026457,170.78189300411523,16126.519292023195,43009.26650111629,0.0,0.0,59135.78579313948,27.27032215050752,72.72967784949248,0.0,0.0,16126.519292023195,43009.26650111629,0.0,0.0,False,False,False,False,False
2025-09-29 10:55:00,7.28,7.28,7.29,7.28,5657.0,4119417.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,86,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1379625792.0,188606300.0,7.314844689705487,7.314844689705487,7.2852222760487635,7.288219247015405,7.407003029033358,7.405645292496674,0.01357736536684584,0.015429092082375874,7.325981954382264,0.9945941177008603,0.9968262950365395,0.9996235939759851,259.0201465201465,16126.519292023195,43268.286647636436,0.0,0.0,59394.80593965963,27.151396552093207,72.8486034479068,0.0,0.0,16126.519292023195,43268.286647636436,0.0,0.0,False,False,False,False,False
2025-09-29 10:56:00,7.29,7.28,7.29,7.28,9006.0,6560210.0,7.315,7.4,8.36,2025-09-29,2025-09-01,29,False,87,,,,,,,,,,7.41,7.26,0.15000000000000036,7.3933333333333335,7.2683333333333335,1386186002.0,189506900.0,7.3146993697854805,7.3146993697854805,7.2844188489643384,7.287610413903153,7.406808435061186,7.405877921009576,0.009305140516095989,0.01134645770485595,7.325981954382264,0.9945111961569378,0.9967245621333637,0.9995260707943933,412.3626373626373,16126.519292023195,43268.286647636436,0.0,0.0,59394.80593965963,27.151396552093207,72.8486034479068,0.0,0.0,16126.519292023195,43268.286647636436,0.0,0.0,False,False,False,False,False
