index,时间,开盘,收盘,最高,最低,成交量,成交额,均价
0,2025-09-29 09:30:00,6.67,6.67,6.67,6.67,2939,1960313.0,6.67
1,2025-09-29 09:31:00,6.67,6.64,6.67,6.63,22167,14741322.0,6.652
2,2025-09-29 09:32:00,6.63,6.65,6.65,6.63,9972,6618648.0,6.648
3,2025-09-29 09:33:00,6.65,6.63,6.65,6.63,11733,7788925.0,6.646
4,2025-09-29 09:34:00,6.63,6.64,6.64,6.62,12742,8448310.0,6.642
5,2025-09-29 09:35:00,6.63,6.63,6.64,6.63,7548,5005921.0,6.641
6,2025-09-29 09:36:00,6.63,6.63,6.64,6.62,13842,9176526.0,6.639
7,2025-09-29 09:37:00,6.62,6.62,6.63,6.62,5964,3950497.0,6.638
8,2025-09-29 09:38:00,6.63,6.63,6.63,6.62,5297,3508987.0,6.637
9,2025-09-29 09:39:00,6.62,6.62,6.62,6.61,17122,11334902.0,6.635
10,2025-09-29 09:40:00,6.62,6.63,6.63,6.62,2666,1765587.0,6.634
11,2025-09-29 09:41:00,6.62,6.62,6.62,6.62,13036,8629773.0,6.633
12,2025-09-29 09:42:00,6.63,6.62,6.63,6.62,5830,3859984.0,6.632
13,2025-09-29 09:43:00,6.62,6.62,6.62,6.61,7820,5175081.0,6.632
14,2025-09-29 09:44:00,6.62,6.62,6.62,6.61,4050,2679723.0,6.631
15,2025-09-29 09:45:00,6.62,6.62,6.62,6.61,9344,6182963.0,6.63
16,2025-09-29 09:46:00,6.61,6.63,6.63,6.61,5673,3755545.0,6.63
17,2025-09-29 09:47:00,6.63,6.64,6.64,6.62,13344,8849600.0,6.63
18,2025-09-29 09:48:00,6.64,6.64,6.64,6.63,5187,3439763.0,6.63
19,2025-09-29 09:49:00,6.63,6.63,6.64,6.63,4899,3248385.0,6.63
20,2025-09-29 09:50:00,6.63,6.63,6.63,6.62,2120,1404861.0,6.63
21,2025-09-29 09:51:00,6.62,6.63,6.63,6.62,2956,1958919.0,6.63
22,2025-09-29 09:52:00,6.63,6.63,6.63,6.62,4464,2958735.0,6.63
23,2025-09-29 09:53:00,6.63,6.64,6.64,6.62,5723,3794371.0,6.63
24,2025-09-29 09:54:00,6.63,6.63,6.64,6.63,5563,3689372.0,6.63
25,2025-09-29 09:55:00,6.64,6.64,6.64,6.63,2902,1924921.0,6.63
26,2025-09-29 09:56:00,6.63,6.64,6.64,6.63,2891,1918159.0,6.63
27,2025-09-29 09:57:00,6.64,6.64,6.64,6.63,2262,1500174.0,6.63
28,2025-09-29 09:58:00,6.64,6.63,6.64,6.63,2715,1800980.0,6.63
29,2025-09-29 09:59:00,6.64,6.63,6.64,6.63,3809,2525825.0,6.63
30,2025-09-29 10:00:00,6.64,6.64,6.64,6.62,8094,5366723.0,6.63
31,2025-09-29 10:01:00,6.64,6.62,6.64,6.62,4930,3269484.0,6.63
32,2025-09-29 10:02:00,6.63,6.63,6.63,6.62,2683,1777681.0,6.63
33,2025-09-29 10:03:00,6.63,6.63,6.63,6.62,1896,1255746.0,6.63
34,2025-09-29 10:04:00,6.63,6.63,6.63,6.62,5580,3694629.0,6.63
35,2025-09-29 10:05:00,6.62,6.61,6.62,6.61,16171,10703906.0,6.629
36,2025-09-29 10:06:00,6.62,6.62,6.62,6.61,3482,2303839.0,6.629
37,2025-09-29 10:07:00,6.62,6.62,6.62,6.61,3194,2112903.0,6.629
38,2025-09-29 10:08:00,6.62,6.62,6.62,6.61,9530,6300428.0,6.628
39,2025-09-29 10:09:00,6.61,6.62,6.62,6.61,3136,2073325.0,6.628
40,2025-09-29 10:10:00,6.62,6.6,6.62,6.6,27436,18133083.0,6.626
41,2025-09-29 10:11:00,6.6,6.61,6.61,6.6,6078,4015039.0,6.626
42,2025-09-29 10:12:00,6.61,6.62,6.62,6.61,12186,8054931.0,6.625
43,2025-09-29 10:13:00,6.62,6.61,6.62,6.6,9112,6023331.0,6.625
44,2025-09-29 10:14:00,6.62,6.61,6.62,6.61,2015,1332150.0,6.625
45,2025-09-29 10:15:00,6.62,6.62,6.62,6.61,2149,1421002.0,6.625
46,2025-09-29 10:16:00,6.62,6.61,6.62,6.61,3469,2293527.0,6.625
47,2025-09-29 10:17:00,6.62,6.62,6.62,6.61,3490,2307465.0,6.625
48,2025-09-29 10:18:00,6.62,6.61,6.62,6.61,3386,2238979.0,6.624
49,2025-09-29 10:19:00,6.62,6.61,6.62,6.61,2317,1532062.0,6.624
50,2025-09-29 10:20:00,6.62,6.61,6.62,6.61,1451,959405.0,6.624
51,2025-09-29 10:21:00,6.62,6.62,6.62,6.61,2588,1711415.0,6.624
52,2025-09-29 10:22:00,6.6,6.61,6.61,6.6,23518,15537590.0,6.623
53,2025-09-29 10:23:00,6.61,6.6,6.61,6.6,4597,3036228.0,6.623
54,2025-09-29 10:24:00,6.61,6.61,6.61,6.6,3700,2443526.0,6.623
55,2025-09-29 10:25:00,6.6,6.61,6.61,6.6,4325,2856166.0,6.623
56,2025-09-29 10:26:00,6.61,6.61,6.61,6.6,8420,5562440.0,6.622
57,2025-09-29 10:27:00,6.61,6.61,6.61,6.6,7600,5019542.0,6.622
58,2025-09-29 10:28:00,6.61,6.61,6.61,6.6,9973,6588719.0,6.621
59,2025-09-29 10:29:00,6.61,6.61,6.61,6.6,6512,4302219.0,6.621
60,2025-09-29 10:30:00,6.62,6.61,6.62,6.61,3749,2478535.0,6.621
