date,type,stock_code,start_date,end_date,initial_capital,price,quantity,amount,position,capital,signal_type,final_capital,total_return,trade_count,win_rate
2025-11-13 22:23:27,回测开始,600030,20241113,20251113,10000.0,,,,,,,,,,
2024-11-14,买入,,,,,30.521268197291118,300.0,9156.380459187336,300.0,843.6195408126641,H2持续在H1上方且VAR1由负转正,,,,
2025-01-20,卖出,,,,,560.7919306360927,300.0,168237.57919082782,0.0,169081.19873164047,价格跌破生命线,,,,
2025-11-13 22:23:27,回测结果,,,,,,,,,,,169081.19873164047,1590.8119873164046,2.0,100.0
