index,时间,开盘,收盘,最高,最低,成交量,成交额,均价
0,2025-10-13 09:30:00,71.38,71.38,71.38,71.38,10699,76369462.0,71.38
1,2025-10-13 09:31:00,71.42,71.39,71.74,71.2,16104,114970518.0,71.388
2,2025-10-13 09:32:00,71.39,71.62,71.72,71.39,7689,54959726.0,71.408
3,2025-10-13 09:33:00,71.65,71.58,71.65,71.55,6317,45222260.0,71.436
4,2025-10-13 09:34:00,71.58,71.45,71.58,71.43,9932,70995981.0,71.445
5,2025-10-13 09:35:00,71.42,71.36,71.47,71.36,8517,60823313.0,71.441
6,2025-10-13 09:36:00,71.36,71.28,71.48,71.28,11388,81260208.0,71.427
7,2025-10-13 09:37:00,71.28,71.11,71.34,71.03,13440,95683636.0,71.39
8,2025-10-13 09:38:00,71.1,71.21,71.21,71.02,5812,41350953.0,71.374
9,2025-10-13 09:39:00,71.21,71.31,71.31,71.21,7800,55574932.0,71.364
10,2025-10-13 09:40:00,71.31,71.42,71.5,71.31,4929,35206899.0,71.367
11,2025-10-13 09:41:00,71.4,71.59,71.59,71.35,4828,34479976.0,71.369
12,2025-10-13 09:42:00,71.55,71.57,71.64,71.5,3674,26291057.0,71.376
13,2025-10-13 09:43:00,71.55,71.49,71.56,71.45,4413,31552578.0,71.38
14,2025-10-13 09:44:00,71.5,71.52,71.53,71.45,3927,28076518.0,71.384
15,2025-10-13 09:45:00,71.53,71.49,71.53,71.43,3331,23810439.0,71.387
16,2025-10-13 09:46:00,71.45,71.43,71.46,71.4,2948,21056329.0,71.388
17,2025-10-13 09:47:00,71.42,71.49,71.55,71.38,5602,40025092.0,71.39
18,2025-10-13 09:48:00,71.48,71.53,71.57,71.48,2119,15154783.0,71.392
19,2025-10-13 09:49:00,71.52,71.48,71.52,71.45,3356,23986276.0,71.394
20,2025-10-13 09:50:00,71.5,71.51,71.51,71.48,2887,20637764.0,71.396
21,2025-10-13 09:51:00,71.52,71.55,71.6,71.52,2490,17820106.0,71.399
22,2025-10-13 09:52:00,71.55,71.56,71.59,71.55,2605,18640764.0,71.402
23,2025-10-13 09:53:00,71.56,71.63,71.65,71.53,3150,22546970.0,71.406
24,2025-10-13 09:54:00,71.62,71.72,71.77,71.6,2722,19509903.0,71.41
25,2025-10-13 09:55:00,71.71,71.6,71.73,71.55,3709,26570702.0,71.416
26,2025-10-13 09:56:00,71.59,71.6,71.72,71.56,2758,19754759.0,71.42
27,2025-10-13 09:57:00,71.59,71.51,71.59,71.49,4088,29243424.0,71.423
28,2025-10-13 09:58:00,71.5,71.41,71.5,71.41,5275,37690006.0,71.423
29,2025-10-13 09:59:00,71.41,71.46,71.46,71.37,4414,31519023.0,71.423
30,2025-10-13 10:00:00,71.47,71.5,71.54,71.44,3929,28083866.0,71.424
31,2025-10-13 10:01:00,71.54,71.6,71.62,71.54,2144,15346401.0,71.426
32,2025-10-13 10:02:00,71.62,71.63,71.65,71.6,2145,15362373.0,71.429
33,2025-10-13 10:03:00,71.65,71.67,71.71,71.63,1913,13709789.0,71.431
34,2025-10-13 10:04:00,71.64,71.65,71.66,71.6,1335,9562431.0,71.433
35,2025-10-13 10:05:00,71.65,71.63,71.66,71.61,2556,18310250.0,71.435
36,2025-10-13 10:06:00,71.62,71.56,71.66,71.56,2402,17203808.0,71.438
37,2025-10-13 10:07:00,71.56,71.63,71.67,71.56,1567,11223512.0,71.439
38,2025-10-13 10:08:00,71.64,71.64,71.66,71.62,1903,13634092.0,71.441
39,2025-10-13 10:09:00,71.64,71.61,71.65,71.61,2166,15512763.0,71.443
40,2025-10-13 10:10:00,71.63,71.59,71.63,71.59,1907,13656583.0,71.445
41,2025-10-13 10:11:00,71.58,71.48,71.58,71.48,3242,23193395.0,71.446
42,2025-10-13 10:12:00,71.46,71.55,71.55,71.46,2108,15069106.0,71.447
43,2025-10-13 10:13:00,71.54,71.52,71.54,71.5,1707,12207213.0,71.447
44,2025-10-13 10:14:00,71.51,71.54,71.55,71.5,1397,9991853.0,71.448
45,2025-10-13 10:15:00,71.53,71.62,71.62,71.53,1491,10667902.0,71.449
46,2025-10-13 10:16:00,71.61,71.66,71.68,71.6,1402,10045811.0,71.45
47,2025-10-13 10:17:00,71.65,71.68,71.73,71.65,1776,12732304.0,71.452
48,2025-10-13 10:18:00,71.68,71.67,71.72,71.61,1908,13674686.0,71.454
49,2025-10-13 10:19:00,71.67,71.68,71.71,71.65,1189,8524178.0,71.455
50,2025-10-13 10:20:00,71.68,71.7,71.71,71.67,960,6882518.0,71.457
51,2025-10-13 10:21:00,71.71,71.68,71.76,71.68,2586,18549658.0,71.46
52,2025-10-13 10:22:00,71.68,71.72,71.72,71.68,596,4273124.0,71.461
