index,时间,开盘,收盘,最高,最低,成交量,成交额,均价
0,2025-09-30 09:30:00,40.65,40.65,40.65,40.65,5050,20528250.0,40.65
1,2025-09-30 09:31:00,40.76,40.54,40.79,40.5,21398,86900825.0,40.619
2,2025-09-30 09:32:00,40.51,40.6,40.64,40.46,22134,89720751.0,40.581
3,2025-09-30 09:33:00,40.62,40.59,40.65,40.58,7838,31827023.0,40.584
4,2025-09-30 09:34:00,40.58,40.59,40.6,40.53,4848,19664173.0,40.583
5,2025-09-30 09:35:00,40.62,40.54,40.62,40.54,4051,16438477.0,40.582
6,2025-09-30 09:36:00,40.54,40.5,40.55,40.5,6872,27850758.0,40.577
7,2025-09-30 09:37:00,40.51,40.54,40.54,40.5,7586,30734479.0,40.571
8,2025-09-30 09:38:00,40.55,40.54,40.57,40.53,5668,22986887.0,40.57
9,2025-09-30 09:39:00,40.54,40.56,40.56,40.53,4676,18956703.0,40.569
10,2025-09-30 09:40:00,40.57,40.53,40.6,40.53,7308,29647178.0,40.569
11,2025-09-30 09:41:00,40.53,40.56,40.61,40.53,5109,20732606.0,40.569
12,2025-09-30 09:42:00,40.55,40.54,40.58,40.54,5185,21030022.0,40.569
13,2025-09-30 09:43:00,40.57,40.56,40.57,40.52,4895,19847986.0,40.568
14,2025-09-30 09:44:00,40.55,40.56,40.6,40.52,6108,24764615.0,40.567
15,2025-09-30 09:45:00,40.58,40.5,40.58,40.5,6396,25921159.0,40.565
16,2025-09-30 09:46:00,40.5,40.52,40.54,40.5,4565,18493907.0,40.563
17,2025-09-30 09:47:00,40.52,40.53,40.53,40.5,5673,22981685.0,40.561
18,2025-09-30 09:48:00,40.53,40.51,40.53,40.5,4413,17878390.0,40.559
19,2025-09-30 09:49:00,40.5,40.52,40.54,40.5,3430,13898933.0,40.558
20,2025-09-30 09:50:00,40.52,40.49,40.53,40.48,5151,20859922.0,40.556
21,2025-09-30 09:51:00,40.5,40.5,40.52,40.49,2202,8918111.0,40.555
22,2025-09-30 09:52:00,40.49,40.47,40.5,40.47,4664,18879623.0,40.553
23,2025-09-30 09:53:00,40.48,40.52,40.52,40.47,2644,10708725.0,40.552
24,2025-09-30 09:54:00,40.52,40.55,40.56,40.51,2038,8260023.0,40.552
25,2025-09-30 09:55:00,40.55,40.56,40.58,40.55,1963,7962216.0,40.552
26,2025-09-30 09:56:00,40.55,40.56,40.57,40.55,1831,7425902.0,40.552
27,2025-09-30 09:57:00,40.56,40.58,40.6,40.56,2637,10700002.0,40.552
28,2025-09-30 09:58:00,40.58,40.57,40.58,40.55,1950,7909045.0,40.552
29,2025-09-30 09:59:00,40.57,40.54,40.57,40.53,1360,5514913.0,40.552
30,2025-09-30 10:00:00,40.55,40.55,40.56,40.54,1796,7282347.0,40.552
31,2025-09-30 10:01:00,40.55,40.57,40.57,40.54,1698,6886468.0,40.552
32,2025-09-30 10:02:00,40.57,40.58,40.58,40.54,2005,8130755.0,40.552
33,2025-09-30 10:03:00,40.56,40.59,40.59,40.55,5686,23068053.0,40.553
34,2025-09-30 10:04:00,40.57,40.6,40.6,40.56,4334,17590338.0,40.554
35,2025-09-30 10:05:00,40.6,40.62,40.62,40.6,4242,17227330.0,40.555
36,2025-09-30 10:06:00,40.61,40.57,40.61,40.57,2931,11897285.0,40.556
37,2025-09-30 10:07:00,40.57,40.57,40.6,40.56,5086,20643285.0,40.556
38,2025-09-30 10:08:00,40.58,40.58,40.6,40.58,1755,7122901.0,40.557
39,2025-09-30 10:09:00,40.59,40.61,40.61,40.58,2192,8897360.0,40.557
40,2025-09-30 10:10:00,40.62,40.68,40.69,40.62,3404,13835036.0,40.559
41,2025-09-30 10:11:00,40.69,40.67,40.69,40.65,2769,11261311.0,40.56
42,2025-09-30 10:12:00,40.66,40.65,40.67,40.64,1865,7581762.0,40.561
43,2025-09-30 10:13:00,40.64,40.62,40.64,40.61,1241,5041324.0,40.561
44,2025-09-30 10:14:00,40.61,40.59,40.62,40.58,2331,9464079.0,40.562
45,2025-09-30 10:15:00,40.6,40.61,40.61,40.57,2429,9856330.0,40.562
46,2025-09-30 10:16:00,40.61,40.64,40.65,40.61,1545,6277331.0,40.562
47,2025-09-30 10:17:00,40.63,40.69,40.69,40.63,2346,9538115.0,40.563
48,2025-09-30 10:18:00,40.68,40.67,40.69,40.67,2546,10356941.0,40.565
49,2025-09-30 10:19:00,40.66,40.63,40.67,40.62,1590,6461789.0,40.565
50,2025-09-30 10:20:00,40.63,40.57,40.63,40.56,1908,7743700.0,40.565
51,2025-09-30 10:21:00,40.56,40.56,40.58,40.55,1841,7468014.0,40.565
52,2025-09-30 10:22:00,40.56,40.54,40.57,40.54,2259,9161396.0,40.565
53,2025-09-30 10:23:00,40.54,40.56,40.57,40.53,1803,7309606.0,40.565
54,2025-09-30 10:24:00,40.56,40.59,40.59,40.56,1459,5918968.0,40.565
55,2025-09-30 10:25:00,40.6,40.6,40.63,40.58,4207,17072796.0,40.565
56,2025-09-30 10:26:00,40.59,40.65,40.65,40.57,1967,7988411.0,40.566
57,2025-09-30 10:27:00,40.62,40.63,40.65,40.61,1687,6854313.0,40.566
58,2025-09-30 10:28:00,40.62,40.67,40.67,40.59,3213,13055525.0,40.567
59,2025-09-30 10:29:00,40.66,40.57,40.67,40.57,3307,13434217.0,40.568
60,2025-09-30 10:30:00,40.57,40.59,40.63,40.57,2818,11441439.0,40.568
61,2025-09-30 10:31:00,40.6,40.56,40.6,40.55,3111,12617710.0,40.568
62,2025-09-30 10:32:00,40.58,40.58,40.59,40.56,1327,5383954.0,40.568
63,2025-09-30 10:33:00,40.58,40.59,40.6,40.58,1426,5788452.0,40.568
64,2025-09-30 10:34:00,40.56,40.56,40.57,40.55,2078,8429348.0,40.568
65,2025-09-30 10:35:00,40.55,40.56,40.58,40.55,1968,7982706.0,40.568
66,2025-09-30 10:36:00,40.56,40.53,40.56,40.51,6565,26612651.0,40.567
67,2025-09-30 10:37:00,40.51,40.53,40.53,40.51,1151,4663627.0,40.567
68,2025-09-30 10:38:00,40.53,40.53,40.53,40.51,2654,10754194.0,40.567
69,2025-09-30 10:39:00,40.52,40.52,40.52,40.51,1643,6657628.0,40.566
70,2025-09-30 10:40:00,40.52,40.54,40.54,40.52,2366,9588981.0,40.566
71,2025-09-30 10:41:00,40.53,40.55,40.55,40.53,3134,12704725.0,40.566
72,2025-09-30 10:42:00,40.56,40.57,40.59,40.56,1695,6876242.0,40.566
73,2025-09-30 10:43:00,40.56,40.57,40.58,40.56,1839,7460456.0,40.566
74,2025-09-30 10:44:00,40.58,40.59,40.59,40.57,2209,8964486.0,40.566
75,2025-09-30 10:45:00,40.59,40.56,40.59,40.56,1756,7124486.0,40.566
76,2025-09-30 10:46:00,40.56,40.56,40.57,40.55,1189,4822458.0,40.566
77,2025-09-30 10:47:00,40.57,40.56,40.58,40.55,1388,5630174.0,40.566
78,2025-09-30 10:48:00,40.56,40.57,40.58,40.55,2146,8703328.0,40.566
79,2025-09-30 10:49:00,40.58,40.58,40.6,40.58,1429,5799831.0,40.566
80,2025-09-30 10:50:00,40.59,40.58,40.6,40.58,1220,4951635.0,40.566
81,2025-09-30 10:51:00,40.59,40.6,40.61,40.58,2579,10469016.0,40.566
82,2025-09-30 10:52:00,40.59,40.57,40.59,40.55,2226,9030782.0,40.566
83,2025-09-30 10:53:00,40.57,40.55,40.6,40.55,2019,8191174.0,40.566
84,2025-09-30 10:54:00,40.55,40.55,40.56,40.55,2291,9290996.0,40.566
85,2025-09-30 10:55:00,40.56,40.55,40.56,40.55,984,3990520.0,40.566
86,2025-09-30 10:56:00,40.55,40.56,40.56,40.54,2749,11146370.0,40.566
87,2025-09-30 10:57:00,40.54,40.55,40.55,40.54,1512,6130123.0,40.566
88,2025-09-30 10:58:00,40.55,40.56,40.56,40.54,1588,6439557.0,40.566
89,2025-09-30 10:59:00,40.55,40.53,40.55,40.53,1621,6572005.0,40.566
90,2025-09-30 11:00:00,40.53,40.56,40.56,40.53,1218,4938318.0,40.566
91,2025-09-30 11:01:00,40.56,40.57,40.58,40.55,1553,6299317.0,40.566
92,2025-09-30 11:02:00,40.57,40.59,40.59,40.56,1136,4608968.0,40.566
93,2025-09-30 11:03:00,40.58,40.56,40.59,40.56,1462,5931720.0,40.566
94,2025-09-30 11:04:00,40.56,40.57,40.57,40.56,2765,11215529.0,40.566
95,2025-09-30 11:05:00,40.57,40.58,40.59,40.57,746,3027054.0,40.566
96,2025-09-30 11:06:00,40.58,40.58,40.59,40.57,1121,4549254.0,40.566
97,2025-09-30 11:07:00,40.58,40.56,40.58,40.56,1687,6844886.0,40.566
98,2025-09-30 11:08:00,40.57,40.56,40.57,40.55,1098,4453389.0,40.566
99,2025-09-30 11:09:00,40.55,40.55,40.56,40.54,1636,6633770.0,40.566
100,2025-09-30 11:10:00,40.54,40.51,40.55,40.51,7182,29111544.0,40.565
101,2025-09-30 11:11:00,40.51,40.52,40.54,40.51,1638,6636905.0,40.565
102,2025-09-30 11:12:00,40.53,40.51,40.53,40.51,1004,4067658.0,40.565
103,2025-09-30 11:13:00,40.52,40.52,40.52,40.51,1598,6472994.0,40.564
104,2025-09-30 11:14:00,40.52,40.51,40.52,40.5,2737,11087674.0,40.564
105,2025-09-30 11:15:00,40.51,40.51,40.51,40.5,2972,12039238.0,40.563
106,2025-09-30 11:16:00,40.51,40.5,40.51,40.5,3748,15181303.0,40.563
107,2025-09-30 11:17:00,40.5,40.51,40.51,40.5,2943,11920619.0,40.562
108,2025-09-30 11:18:00,40.5,40.51,40.51,40.5,7538,30531723.0,40.561
109,2025-09-30 11:19:00,40.51,40.5,40.52,40.5,2581,10454273.0,40.561
110,2025-09-30 11:20:00,40.5,40.52,40.52,40.5,1252,5071854.0,40.561
111,2025-09-30 11:21:00,40.51,40.52,40.52,40.51,1444,5850266.0,40.56
112,2025-09-30 11:22:00,40.52,40.51,40.52,40.51,1455,5894779.0,40.56
113,2025-09-30 11:23:00,40.52,40.51,40.52,40.51,1872,7584069.0,40.56
114,2025-09-30 11:24:00,40.51,40.51,40.52,40.5,2028,8215540.0,40.56
115,2025-09-30 11:25:00,40.51,40.51,40.52,40.5,1200,4861408.0,40.559
116,2025-09-30 11:26:00,40.51,40.5,40.51,40.5,1388,5621971.0,40.559
117,2025-09-30 11:27:00,40.5,40.51,40.52,40.5,1815,7352329.0,40.559
118,2025-09-30 11:28:00,40.52,40.52,40.52,40.51,650,2633304.0,40.559
119,2025-09-30 11:29:00,40.51,40.51,40.53,40.51,2851,11550287.0,40.559
120,2025-09-30 11:30:00,40.51,40.51,40.55,40.5,4197,17008656.0,40.558
121,2025-09-30 13:01:00,40.53,40.51,40.53,40.5,5357,21705328.0,40.558
122,2025-09-30 13:02:00,40.51,40.54,40.54,40.5,2258,9147806.0,40.557
123,2025-09-30 13:03:00,40.54,40.54,40.54,40.52,2198,8908976.0,40.557
124,2025-09-30 13:04:00,40.54,40.55,40.57,40.54,4238,17186381.0,40.557
125,2025-09-30 13:05:00,40.56,40.54,40.56,40.53,2170,8798285.0,40.557
126,2025-09-30 13:06:00,40.53,40.53,40.54,40.52,1960,7943760.0,40.557
127,2025-09-30 13:07:00,40.53,40.56,40.57,40.53,1840,7459658.0,40.557
128,2025-09-30 13:08:00,40.56,40.57,40.57,40.54,1454,5896587.0,40.557
129,2025-09-30 13:09:00,40.56,40.55,40.56,40.54,2059,8349760.0,40.557
130,2025-09-30 13:10:00,40.56,40.53,40.56,40.52,2106,8536918.0,40.557
131,2025-09-30 13:11:00,40.53,40.53,40.54,40.52,2323,9414076.0,40.557
132,2025-09-30 13:12:00,40.51,40.51,40.52,40.51,3688,14941109.0,40.556
133,2025-09-30 13:13:00,40.51,40.51,40.52,40.5,2834,11480872.0,40.556
134,2025-09-30 13:14:00,40.5,40.52,40.52,40.5,2218,8985951.0,40.556
135,2025-09-30 13:15:00,40.51,40.52,40.52,40.5,1478,5988156.0,40.556
136,2025-09-30 13:16:00,40.52,40.52,40.55,40.52,1325,5370399.0,40.555
137,2025-09-30 13:17:00,40.53,40.53,40.54,40.52,1523,6172408.0,40.555
138,2025-09-30 13:18:00,40.54,40.54,40.56,40.52,2026,8212453.0,40.555
139,2025-09-30 13:19:00,40.55,40.53,40.55,40.52,975,3951459.0,40.555
140,2025-09-30 13:20:00,40.53,40.52,40.53,40.52,1358,5502970.0,40.555
141,2025-09-30 13:21:00,40.53,40.51,40.53,40.51,1014,4108339.0,40.555
142,2025-09-30 13:22:00,40.51,40.52,40.52,40.51,2072,8393203.0,40.555
143,2025-09-30 13:23:00,40.52,40.52,40.53,40.5,1502,6084791.0,40.555
144,2025-09-30 13:24:00,40.51,40.53,40.54,40.51,3073,12452352.0,40.554
145,2025-09-30 13:25:00,40.54,40.53,40.54,40.52,883,3578606.0,40.554
146,2025-09-30 13:26:00,40.53,40.52,40.53,40.51,897,3634103.0,40.554
147,2025-09-30 13:27:00,40.51,40.51,40.52,40.5,1595,6461150.0,40.554
148,2025-09-30 13:28:00,40.51,40.51,40.52,40.5,1264,5120396.0,40.554
149,2025-09-30 13:29:00,40.51,40.53,40.53,40.5,1117,4526684.0,40.554
150,2025-09-30 13:30:00,40.52,40.53,40.53,40.51,2020,8183338.0,40.554
151,2025-09-30 13:31:00,40.53,40.57,40.58,40.52,2309,9362598.0,40.554
152,2025-09-30 13:32:00,40.56,40.53,40.57,40.53,1886,7647751.0,40.554
153,2025-09-30 13:33:00,40.53,40.55,40.55,40.52,1608,6517660.0,40.554
154,2025-09-30 13:34:00,40.55,40.58,40.58,40.54,3886,15763963.0,40.554
155,2025-09-30 13:35:00,40.58,40.56,40.58,40.54,2270,9206300.0,40.554
156,2025-09-30 13:36:00,40.56,40.58,40.59,40.55,2519,10219007.0,40.554
157,2025-09-30 13:37:00,40.59,40.58,40.61,40.57,2301,9340013.0,40.554
158,2025-09-30 13:38:00,40.59,40.57,40.59,40.56,1284,5209386.0,40.554
159,2025-09-30 13:39:00,40.58,40.57,40.58,40.56,1725,6998525.0,40.554
160,2025-09-30 13:40:00,40.56,40.59,40.6,40.56,1910,7749986.0,40.554
161,2025-09-30 13:41:00,40.59,40.56,40.6,40.56,2014,8172049.0,40.554
162,2025-09-30 13:42:00,40.56,40.56,40.56,40.54,1852,7509790.0,40.554
163,2025-09-30 13:43:00,40.56,40.56,40.57,40.54,1278,5182335.0,40.554
164,2025-09-30 13:44:00,40.56,40.58,40.58,40.55,1337,5423480.0,40.554
165,2025-09-30 13:45:00,40.58,40.59,40.6,40.57,2414,9797869.0,40.554
166,2025-09-30 13:46:00,40.59,40.57,40.59,40.57,1315,5335827.0,40.554
167,2025-09-30 13:47:00,40.57,40.58,40.59,40.56,1322,5364118.0,40.555
