index,时间,开盘,收盘,最高,最低,成交量,成交额,均价
0,2025-10-16 09:30:00,29.6,29.6,29.6,29.6,12947,38323120.0,29.6
1,2025-10-16 09:31:00,29.61,29.57,29.64,29.53,25747,76152606.0,29.585
2,2025-10-16 09:32:00,29.55,29.57,29.58,29.55,14609,43207847.0,29.582
3,2025-10-16 09:33:00,29.57,29.58,29.61,29.52,14575,43088863.0,29.578
4,2025-10-16 09:34:00,29.57,29.53,29.58,29.53,8597,25416401.0,29.577
5,2025-10-16 09:35:00,29.53,29.58,29.58,29.52,12906,38135816.0,29.573
6,2025-10-16 09:36:00,29.59,29.59,29.59,29.59,371,1097269.0,29.573
