
高现金毛利战法,SALE,国光股份,14.8,-13.67,沪深A股,20250428
高现金毛利战法,BUY,国光股份,14.62,15.04,沪深A股,20250429
高现金毛利战法,BUY,新宏泽,8.62,18.83,沪深A股,20250430
高现金毛利战法,BUY,新宏泽,8.62,18.83,沪深A股,20250430
连续五年优质股战法,SALE,大连重工,6.33,-47.32,沪深A股,20250507
连续五年优质股战法,SALE,大连重工,6.33,-47.32,沪深A股,20250507
连续五年优质股战法,SALE,大连重工,6.33,-47.32,沪深A股,20250507
高现金毛利战法,SALE,国光股份,14.84,-14.64,沪深A股,20250508
低价小市值股战法,BUY,毅昌科技,002420,6.11,22.71,沪深A股,2025-06-12
