symbol,indicator,initial_capital,final_capital,profit,profit_rate,total_trades,win_rate,max_drawdown,sharpe_ratio
000333,extended,100000,86127.57976689999,-13872.420233100012,-13.872420233100014,10,0.0,0.0,0.0
