index,时间,开盘,收盘,最高,最低,成交量,成交额,均价
0,2025-09-26 09:30:00,6.68,6.68,6.68,6.68,2694,1799592.0,6.68
1,2025-09-26 09:31:00,6.68,6.68,6.69,6.68,8696,5813284.0,6.684
2,2025-09-26 09:32:00,6.69,6.69,6.69,6.68,6206,4147664.0,6.684
3,2025-09-26 09:33:00,6.69,6.67,6.69,6.66,15678,10462450.0,6.679
4,2025-09-26 09:34:00,6.66,6.67,6.67,6.66,4735,3156750.0,6.677
5,2025-09-26 09:35:00,6.66,6.66,6.67,6.66,5178,3452021.0,6.676
6,2025-09-26 09:36:00,6.66,6.67,6.67,6.66,9320,6208190.0,6.673
7,2025-09-26 09:37:00,6.66,6.66,6.67,6.66,3018,2011124.0,6.673
8,2025-09-26 09:38:00,6.66,6.66,6.67,6.66,8776,5847780.0,6.672
9,2025-09-26 09:39:00,6.66,6.66,6.66,6.65,7777,5176659.0,6.67
10,2025-09-26 09:40:00,6.66,6.66,6.66,6.65,3781,2516803.0,6.669
11,2025-09-26 09:41:00,6.66,6.66,6.67,6.65,8956,5964795.0,6.668
12,2025-09-26 09:42:00,6.66,6.66,6.66,6.65,2659,1770407.0,6.668
13,2025-09-26 09:43:00,6.66,6.67,6.67,6.66,3306,2203908.0,6.668
14,2025-09-26 09:44:00,6.67,6.67,6.68,6.66,3577,2385576.0,6.668
15,2025-09-26 09:45:00,6.66,6.66,6.67,6.66,798,532013.0,6.668
16,2025-09-26 09:46:00,6.66,6.67,6.67,6.66,2415,1609784.0,6.668
17,2025-09-26 09:47:00,6.67,6.67,6.68,6.67,3185,2124886.0,6.668
18,2025-09-26 09:48:00,6.68,6.69,6.69,6.67,11209,7487381.0,6.669
19,2025-09-26 09:49:00,6.68,6.69,6.69,6.68,1830,1223018.0,6.669
20,2025-09-26 09:50:00,6.69,6.68,6.69,6.68,6366,4257819.0,6.67
21,2025-09-26 09:51:00,6.68,6.69,6.69,6.68,1652,1103785.0,6.671
22,2025-09-26 09:52:00,6.69,6.67,6.69,6.67,5380,3593815.0,6.671
23,2025-09-26 09:53:00,6.67,6.67,6.68,6.67,2380,1587639.0,6.671
24,2025-09-26 09:54:00,6.68,6.67,6.68,6.67,1392,928740.0,6.671
25,2025-09-26 09:55:00,6.68,6.67,6.68,6.67,1807,1205821.0,6.671
26,2025-09-26 09:56:00,6.67,6.68,6.68,6.67,3158,2106945.0,6.671
27,2025-09-26 09:57:00,6.67,6.68,6.68,6.67,3618,2414014.0,6.671
28,2025-09-26 09:58:00,6.68,6.68,6.68,6.67,804,536515.0,6.671
29,2025-09-26 09:59:00,6.68,6.67,6.68,6.66,6720,4482116.0,6.671
30,2025-09-26 10:00:00,6.67,6.66,6.67,6.66,2259,1505499.0,6.671
31,2025-09-26 10:01:00,6.66,6.66,6.67,6.66,1282,854795.0,6.671
32,2025-09-26 10:02:00,6.67,6.68,6.68,6.67,6079,4055143.0,6.671
33,2025-09-26 10:03:00,6.68,6.68,6.68,6.67,679,453253.0,6.671
34,2025-09-26 10:04:00,6.68,6.68,6.68,6.67,1015,677333.0,6.671
35,2025-09-26 10:05:00,6.68,6.68,6.68,6.67,1606,1071718.0,6.671
36,2025-09-26 10:06:00,6.68,6.68,6.68,6.67,2397,1599583.0,6.671
37,2025-09-26 10:07:00,6.68,6.67,6.68,6.66,4040,2695116.0,6.671
38,2025-09-26 10:08:00,6.67,6.67,6.68,6.66,2945,1964106.0,6.671
39,2025-09-26 10:09:00,6.67,6.68,6.68,6.66,2251,1500376.0,6.671
40,2025-09-26 10:10:00,6.67,6.66,6.67,6.66,2552,1701551.0,6.671
41,2025-09-26 10:11:00,6.66,6.67,6.67,6.66,2428,1618161.0,6.671
42,2025-09-26 10:12:00,6.67,6.66,6.67,6.66,2720,1812491.0,6.671
43,2025-09-26 10:13:00,6.67,6.67,6.67,6.66,2653,1767813.0,6.671
