时间,index,开盘,收盘,最高,最低,成交量,成交额,均价,H1,L1,P1,支撑,阻力,cross_support,longcross_support,longcross_resistance
2025-10-16 09:30:00,0.0,29.6,29.6,29.6,29.6,12947.0,38323120.0,29.6,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:31:00,1.0,29.61,29.57,29.64,29.53,25747.0,76152606.0,29.585,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:32:00,2.0,29.55,29.57,29.58,29.55,14609.0,43207847.0,29.580000000000002,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:33:00,3.0,29.57,29.58,29.61,29.52,14575.0,43088863.0,29.58,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:34:00,4.0,29.57,29.53,29.58,29.53,8597.0,25416401.0,29.57,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:35:00,5.0,29.53,29.58,29.58,29.52,12906.0,38135816.0,29.57166666666667,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:36:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.572857142857142,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:37:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57375,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:38:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.574444444444445,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:39:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.575,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:40:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.575454545454544,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:41:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.575833333333332,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:42:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.576153846153847,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:43:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.576428571428572,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:44:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.576666666666664,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:45:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.576874999999998,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:46:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577058823529413,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:47:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577222222222222,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:48:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577368421052633,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:49:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577499999999997,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:50:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57761904761905,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:51:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57772727272727,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:52:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57782608695652,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:53:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577916666666667,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:54:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.577999999999996,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:55:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57807692307692,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:56:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57814814814815,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:57:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.578214285714285,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:58:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.578275862068963,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 09:59:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.57833333333333,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 10:00:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.578387096774193,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 10:01:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.5784375,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
2025-10-16 10:02:00,6.0,29.59,29.58,29.59,29.58,769.0,2274365.0,29.578484848484845,29.69,29.52,0.1700000000000017,29.530625,29.668750000000003,False,False,False
