时间,index,开盘,收盘,最高,最低,成交量,成交额,均价,H1,L1,P1,支撑,阻力,cross_support,longcross_support,longcross_resistance
2025-10-10 09:30:00,0.0,72.45,72.45,72.45,72.45,1642.0,11896290.0,72.45,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:31:00,1.0,72.4,72.62,72.68,72.1,10569.0,76460277.0,72.535,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:32:00,2.0,72.63,72.65,72.8,72.63,6445.0,46848708.0,72.57333333333334,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:33:00,3.0,72.65,72.74,72.74,72.65,4826.0,35084283.0,72.61500000000001,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:34:00,4.0,72.74,72.74,72.75,72.6,3325.0,24168004.0,72.64,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:35:00,5.0,72.73,72.59,72.73,72.59,3611.0,26238914.0,72.63166666666667,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:36:00,6.0,72.6,72.52,72.61,72.49,2352.0,17064615.0,72.61571428571429,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:37:00,7.0,72.65,72.78,72.78,72.61,3341.0,24286305.0,72.63625,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:38:00,8.0,72.77,72.82,72.86,72.76,3483.0,25358588.0,72.65666666666667,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:39:00,9.0,72.82,72.8,72.82,72.76,3519.0,25612399.0,72.671,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:40:00,10.0,72.78,72.82,72.86,72.76,3503.0,25504092.0,72.68454545454546,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:41:00,11.0,72.84,72.93,73.05,72.79,9381.0,68409231.0,72.705,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:42:00,12.0,72.9,72.85,72.94,72.79,3556.0,25908816.0,72.71615384615384,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:43:00,13.0,72.86,72.93,73.0,72.86,6370.0,46475486.0,72.73142857142857,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:44:00,14.0,72.98,73.06,73.07,72.89,5775.0,42155560.0,72.75333333333333,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:45:00,15.0,73.06,73.15,73.2,73.05,5463.0,39953301.0,72.778125,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
2025-10-10 09:46:00,16.0,73.13,73.27,73.28,73.12,7259.0,53123528.0,72.80705882352942,73.73,72.1,1.6300000000000097,72.201875,73.52625,False,False,False
