时间,index,开盘,收盘,最高,最低,成交量,成交额,均价,XG_480,XG,日期,月初,RQ,RQ变化,JY,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,H1,L1,P1,阻力,支撑,累计成交额,累计成交量,均价基础,均线,EMA12,EMA26,DIF,DEA,MACD1,MACD2,XX,主力,大户,散户,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,机构买盘,机构卖盘,散户买盘,散户卖盘,cross_support,longcross_support,longcross_resistance,主力_拉信号,主力_冲信号,压力信号
2025-09-29 09:30:00,0.0,6.67,6.67,6.67,6.67,2939.0,1960313.0,6.67,8.61,8.61,2025-09-29,2025-09-01,29,True,1,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,1960313.0,293900.0,6.67,6.67,6.67,6.67,6.67,6.67,0.0,0.0,6.626489144365119,1.006566200394651,1.006566200394651,1.006566200394651,146.87656171914043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:31:00,1.0,6.67,6.64,6.67,6.63,22167.0,14741322.0,6.652,8.61,8.61,2025-09-29,2025-09-01,29,False,2,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,16701635.0,2510600.0,6.652447622082371,6.652447622082371,6.665384615384615,6.667777777777777,6.667606837606837,6.669521367521368,-0.019145299145302275,-0.01276353276353485,6.626489144365119,1.0061350304651608,1.0064177648451542,1.0064913692498636,1112.801204819277,0.0,1112.801204819277,0.0,0.0,1112.801204819277,0.0,100.0,0.0,0.0,0.0,1112.801204819277,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:32:00,2.0,6.63,6.65,6.65,6.63,9972.0,6618648.0,6.648,8.61,8.61,2025-09-29,2025-09-01,29,False,3,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,23320283.0,3507800.0,6.648122184845202,6.648122184845202,6.663017751479289,6.666460905349794,6.666556846129495,6.6689284632429935,-0.023716171134982034,-0.02006529167783297,6.626489144365119,1.0058886476483093,1.0063236745514843,1.0064427186984315,499.84962406015035,499.84962406015035,1112.801204819277,0.0,0.0,1612.6508288794273,30.99552706071393,69.00447293928607,0.0,0.0,499.84962406015035,1112.801204819277,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:33:00,3.0,6.65,6.63,6.65,6.63,11733.0,7788925.0,6.646,8.61,8.61,2025-09-29,2025-09-01,29,False,4,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,31109208.0,4681100.0,6.645704642071308,6.645704642071308,6.657938097405552,6.663760097546106,6.6641779998594455,6.667978370566284,-0.03800370706838585,-0.03202423527153489,6.626489144365119,1.005378283241974,1.0061337121524778,1.0063449848584871,589.894419306184,499.84962406015035,1702.695624125461,0.0,0.0,2202.5452481856114,22.694181854920394,77.30581814507961,0.0,0.0,499.84962406015035,1702.695624125461,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:34:00,4.0,6.63,6.64,6.64,6.62,12742.0,8448310.0,6.642,8.61,8.61,2025-09-29,2025-09-01,29,False,5,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,39557518.0,5955300.0,6.642405588299498,6.642405588299498,6.65517839011239,6.662000090320468,6.663178299791921,6.667018356411412,-0.03840056619490717,-0.036275122553783075,6.626489144365119,1.0050602482794055,1.0059994565453476,1.0062738101688429,639.6586345381526,1139.508258598303,1702.695624125461,0.0,0.0,2842.203882723764,40.09241791290075,59.90758208709926,0.0,0.0,1139.508258598303,1702.695624125461,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:35:00,5.0,6.63,6.63,6.64,6.63,7548.0,5005921.0,6.641,8.61,8.61,2025-09-29,2025-09-01,29,False,6,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,44563439.0,6710100.0,6.641248118507921,6.641248118507921,6.65130479163356,6.659629713259694,6.661675078373866,6.665949700803903,-0.04274622430036956,-0.04058919038484073,6.626489144365119,1.004628779051061,1.0058201242449032,1.0061788682054205,379.4871794871795,1139.508258598303,2082.182803612641,0.0,0.0,3221.6910622109435,35.369879873469145,64.63012012653085,0.0,0.0,1139.508258598303,2082.182803612641,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:36:00,6.0,6.63,6.63,6.64,6.62,13842.0,9176526.0,6.639,8.61,8.61,2025-09-29,2025-09-01,29,False,7,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,53739965.0,8094300.0,6.639235634952992,6.639235634952992,6.648027131382243,6.657434919684901,6.660592211697342,6.6648782029825915,-0.04285991285249757,-0.04210300536327863,6.626489144365119,1.004238402130178,1.0056466716920143,1.0060854955306497,695.9276018099548,1139.508258598303,2082.182803612641,0.0,0.0,3221.6910622109435,35.369879873469145,64.63012012653085,0.0,0.0,1139.508258598303,2082.182803612641,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:37:00,7.0,6.62,6.62,6.63,6.62,5964.0,3950497.0,6.638,8.61,8.61,2025-09-29,2025-09-01,29,False,8,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,57690462.0,8690700.0,6.6381835755462735,6.6381835755462735,6.643715265015744,6.654661962671205,6.659053302344539,6.663713222854981,-0.046599205104422836,-0.04510047185737477,6.626489144365119,1.0037414806538347,1.0054294275915736,1.0059687224909462,300.3021148036254,1139.508258598303,2382.4849184162663,0.0,0.0,3521.9931770145695,32.354073427371354,67.64592657262864,0.0,0.0,1139.508258598303,2382.4849184162663,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:38:00,8.0,6.63,6.63,6.63,6.62,5297.0,3508987.0,6.637,8.61,8.61,2025-09-29,2025-09-01,29,False,9,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,61199449.0,9220400.0,6.637396316862609,6.637396316862609,6.64160522424409,6.6528351506214864,6.658770073622604,6.662724593008505,-0.03954519385901634,-0.04139695319180248,6.626489144365119,1.0034356083422113,1.0052687847650232,1.0058788232990592,266.31473102061335,1405.8229896189164,2382.4849184162663,0.0,0.0,3788.3079080351827,37.109522872655056,62.89047712734494,0.0,0.0,1405.8229896189164,2382.4849184162663,0.0,0.0,False,False,False,False,False,False
2025-09-29 09:39:00,9.0,6.62,6.62,6.62,6.61,17122.0,11334902.0,6.635,8.61,8.61,2025-09-29,2025-09-01,29,False,10,,,,,,,,,,6.7,6.57,0.1299999999999999,6.685555555555556,6.577222222222223,72534351.0,10932600.0,6.634684430053236,6.634684430053236,6.638281343591154,6.6504029172421175,6.657878426349036,6.6617553596766115,-0.03876933327575216,-0.039645206581102266,6.626489144365119,1.003015143417103,1.0050639303998936,1.0057654663292992,862.134944612286,1405.8229896189164,3244.619863028552,0.0,0.0,4650.4428526474685,30.22987345858019,69.77012654141981,0.0,0.0,1405.8229896189164,3244.619863028552,0.0,0.0,False,False,False,False,False,False
