时间,index,开盘,收盘,最高,最低,成交量,成交额,均价,H1,L1,P1,支撑,阻力,cross_support,longcross_support,longcross_resistance
2025-09-30 09:30:00,0.0,27.35,27.35,27.35,27.35,2310.0,6317850.0,27.35,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:31:00,1.0,27.36,27.33,27.36,27.27,18434.0,50345389.0,27.34,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:32:00,2.0,27.32,27.33,27.36,27.32,7578.0,20722190.0,27.336666666666662,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:33:00,3.0,27.35,27.3,27.35,27.29,6076.0,16598958.0,27.3275,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:34:00,4.0,27.3,27.27,27.3,27.26,5976.0,16305168.0,27.315999999999995,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:35:00,5.0,27.27,27.29,27.3,27.27,4230.0,11540740.0,27.311666666666667,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:36:00,6.0,27.29,27.27,27.29,27.27,7374.0,20113939.0,27.305714285714284,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:37:00,7.0,27.26,27.28,27.28,27.26,4984.0,13590970.0,27.3025,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:38:00,8.0,27.28,27.26,27.28,27.26,5041.0,13748768.0,27.297777777777778,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:39:00,9.0,27.27,27.27,27.27,27.26,4991.0,13608997.0,27.294999999999998,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:40:00,10.0,27.27,27.27,27.27,27.25,9852.0,26857615.0,27.292727272727276,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:41:00,11.0,27.27,27.29,27.29,27.26,5761.0,15711359.0,27.2925,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:42:00,12.0,27.29,27.27,27.29,27.26,4091.0,11153890.0,27.29076923076923,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:43:00,13.0,27.27,27.26,27.27,27.26,4844.0,13206381.0,27.28857142857143,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:44:00,14.0,27.27,27.26,27.28,27.25,3434.0,9362503.0,27.28666666666667,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:45:00,15.0,27.28,27.26,27.28,27.26,3455.0,9418857.0,27.285,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:46:00,16.0,27.26,27.25,27.27,27.25,3687.0,10049158.0,27.282941176470587,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:47:00,17.0,27.25,27.24,27.25,27.22,8501.0,23157332.0,27.280555555555555,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:48:00,18.0,27.24,27.23,27.25,27.23,3090.0,8417369.0,27.277894736842104,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:49:00,19.0,27.24,27.26,27.26,27.24,3848.0,10483188.0,27.276999999999997,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:50:00,20.0,27.25,27.24,27.26,27.24,2014.0,5486756.0,27.275238095238095,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:51:00,21.0,27.24,27.24,27.24,27.23,2785.0,7584936.0,27.273636363636363,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:52:00,22.0,27.24,27.23,27.24,27.23,3359.0,9147784.0,27.27173913043478,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:53:00,23.0,27.23,27.25,27.25,27.23,2742.0,7468680.0,27.270833333333332,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:54:00,24.0,27.24,27.23,27.25,27.23,2488.0,6776638.0,27.2692,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:55:00,25.0,27.24,27.25,27.25,27.23,2920.0,7953968.0,27.26846153846154,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:56:00,26.0,27.25,27.24,27.25,27.24,2522.0,6870608.0,27.267407407407408,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:57:00,27.0,27.25,27.24,27.25,27.24,2335.0,6362200.0,27.266428571428573,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:58:00,28.0,27.25,27.26,27.26,27.24,2976.0,8106462.0,27.266206896551726,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 09:59:00,29.0,27.25,27.25,27.26,27.25,1993.0,5430985.0,27.265666666666668,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:00:00,30.0,27.25,27.25,27.26,27.25,1836.0,5003332.0,27.26516129032258,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:01:00,31.0,27.26,27.27,27.27,27.25,2193.0,5978305.0,27.2653125,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:02:00,32.0,27.27,27.26,27.27,27.25,1760.0,4796932.0,27.265151515151516,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:03:00,33.0,27.25,27.26,27.27,27.25,1658.0,4518916.0,27.265,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:04:00,34.0,27.26,27.25,27.26,27.24,2440.0,6648524.0,27.26457142857143,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:05:00,35.0,27.24,27.23,27.24,27.23,6086.0,16572570.0,27.26361111111111,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:06:00,36.0,27.23,27.22,27.24,27.22,2603.0,7088086.0,27.262432432432433,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:07:00,37.0,27.23,27.22,27.23,27.22,2027.0,5518715.0,27.261315789473684,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:08:00,38.0,27.22,27.23,27.23,27.22,2040.0,5553582.0,27.260512820512822,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:09:00,39.0,27.23,27.23,27.23,27.22,3249.0,8845145.0,27.259750000000004,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:10:00,40.0,27.22,27.22,27.23,27.21,9634.0,26223456.0,27.258780487804877,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:11:00,41.0,27.22,27.24,27.24,27.22,2372.0,6457632.0,27.258333333333333,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:12:00,42.0,27.23,27.23,27.24,27.23,1369.0,3728048.0,27.25767441860465,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:13:00,43.0,27.23,27.22,27.24,27.22,2474.0,6734877.0,27.25681818181818,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:14:00,44.0,27.22,27.22,27.23,27.21,2753.0,7493979.0,27.256,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:15:00,45.0,27.21,27.21,27.22,27.21,3087.0,8401724.0,27.255,27.36,27.21,0.14999999999999858,27.219375,27.34125,True,True,False
2025-09-30 10:16:00,46.0,27.21,27.22,27.23,27.21,4336.0,11801184.0,27.254255319148935,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:17:00,47.0,27.23,27.24,27.24,27.22,3224.0,8779732.0,27.253958333333333,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:18:00,48.0,27.25,27.26,27.27,27.25,2169.0,5911790.0,27.25408163265306,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:19:00,49.0,27.25,27.25,27.26,27.23,2103.0,5729555.0,27.254,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:20:00,50.0,27.24,27.22,27.25,27.22,1328.0,3616605.0,27.253333333333334,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:21:00,51.0,27.23,27.22,27.23,27.22,1588.0,4323150.0,27.25269230769231,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
2025-09-30 10:22:00,52.0,27.23,27.23,27.23,27.22,1681.0,4576589.0,27.252264150943393,27.36,27.21,0.14999999999999858,27.219375,27.34125,False,False,False
