时间,index,开盘,收盘,最高,最低,成交量,成交额,均价,H1,L1,P1,支撑,阻力,cross_support,longcross_support,longcross_resistance
2025-10-15 09:30:00,0.0,29.14,29.14,29.14,29.14,7010.0,20427140.0,29.14,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:31:00,1.0,29.15,29.25,29.25,29.11,18140.0,52974028.0,29.195,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:32:00,2.0,29.24,29.35,29.38,29.24,32373.0,94934199.0,29.24666666666667,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:33:00,3.0,29.36,29.38,29.45,29.36,38743.0,113870592.0,29.28,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:34:00,4.0,29.4,29.33,29.44,29.33,33748.0,99203434.0,29.29,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:35:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.308333333333334,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:36:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.321428571428573,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:37:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.33125,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:38:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.33888888888889,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:39:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.345,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:40:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.349999999999998,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:41:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.354166666666668,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:42:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.357692307692307,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:43:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.360714285714288,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:44:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.363333333333333,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:45:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.365624999999998,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:46:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.36764705882353,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:47:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.369444444444444,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:48:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.371052631578944,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:49:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.372499999999995,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:50:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.373809523809523,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:51:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.375,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:52:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.37608695652174,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:53:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.37708333333333,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:54:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.377999999999997,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:55:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.378846153846155,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
2025-10-15 09:56:00,5.0,29.35,29.4,29.42,29.35,26426.0,77659995.0,29.37962962962963,29.45,29.03,0.41999999999999815,29.056250000000002,29.3975,False,False,False
