时间,开盘,收盘,最高,最低,成交量,成交额,均价,量价,A2,A3,A2_cum,A3_cum,A6_cum,H1,L1,P1,支撑,阻力,章鱼底参考,XX,CLOSE_XX,主力,大户,散户,L01,L02,L03,L04,L05,精准线首次,精准左,G1,G2,G3,G4,G5,精准线首次1,精准左1,支撑1,买入信号,卖出信号,主力>大户,大户>散户,C>EXPMA20,EXPMA10>EXPMA20,EXPMA20>EXPMA60,主力=HHV30,CROSS主力1.003,主力资金流入
2025-10-10 09:30:00,72.45,72.45,72.45,72.45,1642.0,11896290.0,72.45,7.554635380722337,0.0,0.0,0.0,0.0,0.0,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.45,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,False,False,False,False,False,False,False,False
2025-10-10 09:31:00,72.4,72.62,72.68,72.1,10569.0,76460277.0,72.361,48.512806389424405,48.512806389424405,0.0,48.512806389424405,0.0,48.512806389424405,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.35817459667513,1.0036184633565495,1.0003446155577667,1.0001186381428377,1.0000598093116786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:32:00,72.63,72.65,72.8,72.63,6445.0,46848708.0,72.474,29.571002523514565,29.571002523514565,0.0,78.08380891293896,0.0,78.08380891293896,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.47281035591767,1.0024449120050973,1.0005446437908458,1.0001949094170102,1.0000992324966937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:33:00,72.65,72.74,72.74,72.65,4826.0,35084283.0,72.52,22.115296489780956,22.115296489780956,0.0,100.19910540271992,0.0,100.19910540271992,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.51918831445363,1.003044872545855,1.0007827608151323,1.0002883508310705,1.0001479207619692,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:34:00,72.74,72.74,72.75,72.6,3325.0,24168004.0,72.541,15.23691687288058,0.0,0.0,100.19910540271992,0.0,100.19910540271992,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.53984481665236,1.0027592447137643,1.0009709973769068,1.000369363745257,1.0001910831413379,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:35:00,72.73,72.59,72.73,72.59,3611.0,26238914.0,72.556,16.581714653074343,0.0,16.581714653074343,100.19910540271992,16.581714653074343,116.78082005579427,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.55456506016175,1.0004883902178845,1.0009250347903333,1.0003732662525562,1.0001959973078924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:36:00,72.6,72.52,72.61,72.49,2352.0,17064615.0,72.555,10.810810810810812,0.0,10.810810810810812,100.19910540271992,27.392525463885157,127.59163086660507,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.55449832163565,0.9995245185008003,1.0007916522865683,1.0003454384574166,1.0001848984846347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,False,True,True,False,False,False
2025-10-10 09:37:00,72.65,72.78,72.78,72.61,3341.0,24286305.0,72.568,15.301822845103965,15.301822845103965,0.0,115.5009282478239,27.392525463885157,142.89345371170904,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.56719448367534,1.0029325305716832,1.0009955454565793,1.0004302611496876,1.0002303138910322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:38:00,72.77,72.82,72.86,72.76,3483.0,25358588.0,72.589,15.943422136775611,15.943422136775611,0.0,131.44435038459952,27.392525463885157,158.83687584848468,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.58826690912764,1.0031924317901466,1.0012047727264428,1.0005208241215058,1.000279274517464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:39:00,72.82,72.8,72.82,72.76,3519.0,25612399.0,72.605,16.11263736263736,0.0,16.11263736263736,131.44435038459952,43.50516282652252,174.94951321112205,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.60417577064922,1.0026971483013507,1.001346903733577,1.0005921790126482,1.000319239373396,True,False,False,False,False,True,True,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:40:00,72.78,72.82,72.86,72.76,3503.0,25504092.0,72.62,16.03497207726815,16.03497207726815,0.0,147.47932246186767,43.50516282652252,190.9844852883902,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.61937424918483,1.0027627028308828,1.001481741742844,1.0006633437280001,1.0003596271991397,True,True,False,False,False,True,False,False,True,False,False,False,True,True,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:41:00,72.84,72.93,73.05,72.79,9381.0,68409231.0,72.671,42.876731112025226,42.876731112025226,0.0,190.3560535738929,43.50516282652252,233.8612164004154,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.67026912156008,1.003574100957373,1.0016810140489898,1.0007587783912582,1.0004127589967966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:42:00,72.9,72.85,72.94,72.79,3556.0,25908816.0,72.682,16.270876229695723,0.0,16.270876229695723,190.3560535738929,59.776039056218245,250.13209263011115,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.68156465669236,1.0023174424505477,1.0017416262777097,1.000809882130907,1.000444241367933,True,False,False,False,False,True,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:43:00,72.86,72.93,73.0,72.86,6370.0,46475486.0,72.709,29.1146761734997,29.1146761734997,0.0,219.4707297473926,59.776039056218245,279.24676880361085,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.70846411722768,1.0030469063741347,1.0018659386678455,1.000883227188062,1.000487260624234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:44:00,72.98,73.06,73.07,72.89,5775.0,42155560.0,72.732,26.34820695318916,26.34820695318916,0.0,245.81893670058176,59.776039056218245,305.5949757568,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.73167563948785,1.0045141866679874,1.0021181527630971,1.0010022750398628,1.0005538213852878,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:45:00,73.06,73.15,73.2,73.05,5463.0,39953301.0,72.761,24.894053315105946,24.894053315105946,0.0,270.7129900156877,59.776039056218245,330.4890290719059,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.76018571558171,1.005357521845011,1.0024266641042319,1.0011450700170808,1.0006332213928866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:46:00,73.13,73.27,73.28,73.12,7259.0,53123528.0,72.797,33.02397525135344,33.02397525135344,0.0,303.7369652670411,59.776039056218245,363.51300432325934,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.79654074863777,1.006503870190715,1.0028149694458017,1.0013207683834293,1.0007302569102061,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:47:00,73.28,73.46,73.46,73.27,8815.0,64662193.0,72.85,39.999092476631276,39.999092476631276,0.0,343.7360577436724,59.776039056218245,403.5120967998906,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.84931517134123,1.0083828492721234,1.0033452437149752,1.001552312019124,1.0008567460401552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,True,False
2025-10-10 09:48:00,73.51,73.46,73.57,73.46,11477.0,84374965.0,72.923,52.07822851438425,0.0,0.0,343.7360577436724,59.776039056218245,403.5120967998906,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.92244967147987,1.0073715341563787,1.00372869994749,1.0017431061875586,1.0009644284883572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:49:00,73.52,73.51,73.54,73.47,7822.0,57499267.0,72.964,35.46909717498753,35.46909717498753,0.0,379.20515491865996,59.776039056218245,438.9811939748782,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,72.96326639060194,1.0074932721140961,1.004087230630024,1.001931636217937,1.0010723432590307,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:50:00,73.52,73.56,73.64,73.5,11055.0,81334564.0,73.018,50.095160413268076,50.095160413268076,0.0,429.300315331928,59.776039056218245,489.0763543881462,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,73.01777553018472,1.0074259242475982,1.0044052014507452,1.0021117768090733,1.0011773611266104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,True,True,True,True,True,True,False,False,False
2025-10-10 09:51:00,73.54,73.57,73.59,73.51,3871.0,28474641.0,73.035,17.53885188709166,17.53885188709166,0.0,446.83916721901966,59.776039056218245,506.6152062752379,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,73.03420892829124,1.0073361658813176,1.0046843409203234,1.0022830682540649,1.001279159552308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
2025-10-10 09:52:00,73.57,73.6,73.6,73.52,7120.0,52374839.0,73.063,32.2463768115942,32.2463768115942,0.0,479.08554403061385,59.776039056218245,538.8615830868321,73.73,72.1,1.6300000000000097,72.30375,73.52625,72.64333333333333,73.0620349234656,1.0073631274723995,1.0049394634490925,1.0024496275726988,1.0013797210055329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72.30375,False,False,True,True,True,True,True,False,False,False
