时间,开盘,收盘,最高,最低,成交量,成交额,均价,量价,A2,A3,A2_cum,A3_cum,A6_cum,H1,L1,P1,支撑,阻力,章鱼底参考,XX,CLOSE_XX,主力,大户,散户,L01,L02,L03,L04,L05,精准线首次,精准左,G1,G2,G3,G4,G5,精准线首次1,精准左1,支撑1,买入信号,卖出信号,主力>大户,大户>散户,C>EXPMA20,EXPMA10>EXPMA20,EXPMA20>EXPMA60,主力=HHV30,CROSS主力1.003,主力资金流入
2025-09-30 09:30:00,27.35,27.35,27.35,27.35,2310.0,6317850.0,27.35,28.153564899451553,0.0,0.0,0.0,0.0,0.0,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.35,1.0,1.0,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:31:00,27.36,27.33,27.36,27.27,18434.0,50345389.0,27.316,224.8322966215392,0.0,224.8322966215392,0.0,224.8322966215392,224.8322966215392,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.31548351330505,1.0005314380281014,1.0000506131455336,1.0000174241976427,1.0000087840996381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27.22875,False,False,True,True,False,False,False,False,False,False
2025-09-30 09:32:00,27.32,27.33,27.36,27.32,7578.0,20722190.0,27.323,92.42590559824369,0.0,0.0,0.0,224.8322966215392,224.8322966215392,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.323433726431748,1.0002403165588187,1.0000686801372751,1.0000247321439109,1.0000126110824346,False,False,False,False,False,False,False,True,False,False,False,False,True,True,27.22875,False,False,True,True,False,False,False,False,False,False
2025-09-30 09:33:00,27.35,27.3,27.35,27.29,6076.0,16598958.0,27.323,74.1880341880342,0.0,74.1880341880342,0.0,299.0203308095734,299.0203308095734,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.322631257631258,0.9991717028488998,0.9999832537288583,0.9999967639703039,0.9999987117727893,False,False,False,False,False,False,False,False,False,True,False,False,True,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:34:00,27.3,27.27,27.3,27.26,5976.0,16305168.0,27.317,73.04730473047304,0.0,73.04730473047304,0.0,372.06763554004647,372.06763554004647,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.316975033437362,0.9982803720624314,0.999821074522532,0.9999404888257835,0.9999703094635273,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:35:00,27.27,27.29,27.3,27.27,4230.0,11540740.0,27.314,51.66727739098571,51.66727739098571,0.0,51.66727739098571,372.06763554004647,423.73491293103217,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.313759976683706,0.9991301096332402,0.9997552683425994,0.9999139190161918,0.9999564218630267,False,False,False,True,False,True,True,True,False,False,False,False,True,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:36:00,27.29,27.27,27.29,27.27,7374.0,20113939.0,27.308,90.13568023469014,0.0,90.13568023469014,51.66727739098571,462.2033157747366,513.8705931657223,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.308521682250184,0.9985893896894747,0.9996442322803971,0.9998704918251518,0.9999338262899102,True,False,False,False,True,True,False,False,False,False,False,False,False,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:37:00,27.26,27.28,27.28,27.26,4984.0,13590970.0,27.305,60.899315738025415,60.899315738025415,0.0,112.56659312901112,462.2033157747366,574.7699089037477,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.305081282258346,0.9990814426809767,0.9995906332709285,0.9998446213614083,0.9999197373046387,False,False,True,False,False,True,False,False,False,False,False,False,False,False,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:38:00,27.28,27.26,27.28,27.26,5041.0,13748768.0,27.302,61.64098801662998,0.0,61.64098801662998,112.56659312901112,523.8443037913665,636.4108969203777,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.302545360708354,0.9984417071688275,0.999481211737395,0.9997986241747662,0.99989530705446,True,False,False,True,False,True,False,True,False,False,False,False,True,True,27.22875,False,False,False,False,False,False,False,False,False,False
2025-09-30 09:39:00,27.27,27.27,27.27,27.26,4991.0,13608997.0,27.3,61.00721183229434,61.00721183229434,0.0,173.57380496130546,523.8443037913665,697.418108752672,27.36,27.21,0.14999999999999858,27.22875,27.34125,27.26,27.299902827118846,0.9989046544484714,0.9994263015194023,0.9997693136919368,0.9998789326312205,True,True,False,False,True,True,False,False,False,False,False,False,False,False,27.22875,False,False,False,False,False,False,False,False,False,False
